,Sentiment,Sentiment Num,Multi,Prediction,Text,Correct2_A,Correct5_A,Correct2_B,Correct5_B,Correct2_C,Correct5_C,Correct2_D,Correct5_D
1238,Neutral,0,0,1,I    wonder  why  .,no,no,yes,yes,no,yes,yes,yes
1241,Negative,-1,-2,1, An  ultra-low-budget    indie   debut   that    smacks   more   of   good  intentions   than  talent  .,yes,yes,yes,yes,yes,yes,yes,yes
1242,Negative,-1,-2,-1,"    Birot   is   a    competent  enough  filmmaker  ,  but    her  story    has     nothing  fresh  or   very  exciting   about  it  .",yes,yes,yes,yes,yes,yes,yes,yes
1244,Negative,-1,-2,1,  Even  those   of   a   single   digit  age    will   be   able   to      recognize   that    this  story   is   too  goofy  ...  even   for  Disney  .,yes,yes,yes,yes,yes,yes,yes,yes
1246,Negative,-1,-2,-1,  A  compendium   of  Solondz    's    own   worst  instincts   in    under  90  minutes  .,yes,yes,yes,yes,yes,yes,yes,yes
1248,Negative,-1,-2,1,"    The  story   is   familiar   from   its   many  predecessors  ;    like  them   ,   it   eventually   culminates   in     the  not-exactly  -    stunning  insight   that   crime    does  n't  pay  .",yes,yes,yes,yes,yes,yes,yes,yes
1251,Neutral,0,0,-1," Dissing       a   Bond  movie   is   quite   like   calling    a  dog  stupid  ,  but   when   it   has   the   temerity   to   run   over   two  hours   ,   you    feel   like    winding  up with (0.125kick  .",no,no,yes,yes,no,yes,yes,yes
1252,Negative,-1,-2,-1,"   Ritchie  's  treatment   of   the   class  reversal      is   majorly  ham-fisted  ,   from    the   repetitive  manifestos   that   keep   getting    thrown   in    people  's  faces   to    the  fact   Amber is  such   a  joke  .",yes,yes,yes,yes,yes,yes,yes,yes
1254,Negative,-1,-2,1,  Little  more   than   a   frothy   vanity  project  .,yes,no,yes,yes,no,yes,yes,yes
1257,Negative,-1,-2,-1," For   all   its   surface  frenzy   ,    High  Crimes    should   be     charged   with  loitering  --     so  much   on  view   ,   so   little   to  offer  .",yes,yes,yes,yes,yes,yes,yes,yes
1260,Negative,-1,-2,-1, The   title  Trapped     turns  out   to   be    a    pretty  fair  description   of   how   you   feel   while   you   're   watching   this   ultra-manipulative  thriller  .,yes,yes,yes,yes,yes,yes,yes,yes
1262,Positive,1,1,1," For   the   most  part   ,   I   Spy    was    an   amusing  lark   that    will  probably   rank   as   one   of      Murphy  's   better  performances   in  one   of   his   lesser-praised  movies.",yes,yes,yes,yes,yes,yes,yes,yes
1267,Negative,-1,-2,1," The  filmmakers        juggle  and  juxtapose   three   story  lines  but   fail   to    come  up    with     one   cogent  point  ,   unless   it   's   that   life  stinks   ,   especially   for   sensitive  married  women   who   really   love   other  women  .",yes,yes,yes,yes,yes,yes,yes,yes
1268,Negative,-1,-2,-1,"        The  movie   feels   like   it   's   going   to   be  great  ,  and   it   carries   on   feeling    that  way   for   a   long  time  ,  but    takeoff  just   never  happens  .",yes,yes,yes,yes,yes,yes,yes,yes
1269,Negative,-1,-2,1,"     A  gimmick   in   search   of     a  movie  :   how   to      get  Carvey   into   as   many   silly  costumes  and   deliver   as   many   silly  voices   as  possible  ,    plot  mechanics (2  be damned  .",yes,yes,yes,yes,yes,yes,yes,yes
1270,Negative,-1,-2,1,...     the   last  time   I   saw    a  theater   full   of   people   constantly   checking   their  watches    was   during   my  SATs  .,yes,yes,yes,yes,yes,yes,yes,yes
1271,Negative,-1,-2,1,...     fifty  minutes   of   tedious   adolescent  melodramatics    followed   by    thirty-five  minutes   of   inflated  nonsense  .,yes,yes,yes,yes,yes,yes,yes,yes
1273,Negative,-1,-2,1,"    It    's  often   faintly  amusing  ,  but        the  problems   of   the  characters   never   become   important   to  us  ,  and    the  story   never   takes  hold  .",yes,yes,yes,yes,yes,yes,yes,yes
1275,Neutral,0,0,-1,Largely    a   for-fans  artifact  .,yes,yes,yes,yes,yes,yes,yes,yes
1276,Negative,-1,-2,-1,"    There   's   no   denying       the  elaborateness   of    the   artist  's  conceptions  ,  nor   his   ability   to    depict  them   with   outrageous  elan  ,  but   really    the   whole  series  is   so  much     pretentious  nonsense  ,   lavishly   praised   by   those   who    equate  obscurity   with  profundity  .",yes,yes,yes,yes,yes,yes,yes,yes
1277,Negative,-1,-2,-1,Characters     wander   into    predictably  treacherous  situations   even   though   they   should   know  better  .,yes,yes,yes,yes,yes,yes,yes,yes
1278,Negative,-1,-2,1,There    's      plenty   of   style   in     Guillermo   Del   Toro  's  sequel   to   the  1998  hit  but   why    do  we    need   117  minutes   to   tell    a  tale   that   simply    ca  nt  (2 sustain  (2  more   than  90  minutes  .,yes,yes,yes,yes,yes,yes,yes,yes
1283,Negative,-1,-2,-1,"   The   vampire  thriller    Blade  II      starts  off   as   a   wild  hoot  and   then    sucks   the  blood  out   of   its  fun    --   toward   the  end   ,   you    can    feel   yourveins (1  cringing   from   the  workout  .",yes,yes,yes,yes,yes,yes,yes,yes
1284,Negative,-1,-2,1," When    the   first   few  villians   are   introduced   as   ``   Spider   ''   and   ``   Snake  ''   you    know   you   're   in   for     a   real  winner  ,   creativity   at   its  peak .",yes,yes,yes,yes,yes,yes,yes,yes
1285,Negative,-1,-2,1, An  Afterschool    Special   without    the  courage   of   its  convictions  .,yes,yes,yes,yes,yes,yes,yes,yes
1288,Negative,-1,-2,1,So    few  movies     explore  religion   that   it   's   disappointing   to   see   one    reduce  it   to    an  idea   that   fits   in   a  sampler  .,yes,yes,yes,yes,yes,yes,yes,yes
1290,Negative,-1,-2,-1, Watching  it    is   rather   like   viewing    a   long   soap  opera    in  which    only   the   first  episode   was   any  good  .,yes,yes,yes,yes,yes,yes,yes,yes
1292,Negative,-1,-2,-1,"    There   are   touching   moments   in  Etoiles  ,  but    for   the   most  part   this   is    a   dull   ,   dour  documentary   on   what   ought   to   be   a     joyful  or    at  least fascinating  subject  .",yes,yes,yes,yes,yes,yes,yes,yes
1293,Negative,-1,-2,-1,   Could   the   whole  plan  here   have   been   to   produce   something   that   makes    Fatal  Attraction    look   like   a  classic   by  comparison  ?,yes,yes,yes,yes,yes,yes,yes,yes
1297,Neutral,0,0,1,I    wonder   what     the  reaction   of  Israelis   will   be   to   this    supposedly  evenhanded  presentation  .,yes,yes,yes,yes,yes,yes,yes,yes
1298,Negative,-1,-1,1," The  film    would    work   much  better   as    a   video  installation   in     a  museum  ,   where   viewers   would   be   free   to  leave  .",yes,yes,yes,yes,yes,yes,yes,yes
1299,Neutral,0,0,1,Immediately  .,yes,yes,yes,yes,yes,yes,yes,yes
1301,Negative,-1,-2,1,"    -LRB-    It  's   -RRB-     a  prison  soccer   movie   starring   charismatic   tough   guy   Vinnie  Jones  ,  but   it   had    too  much    spitting   for  me   to  enjoy  .",yes,yes,yes,yes,yes,yes,yes,yes
1302,Negative,-1,-1,1, Not  even    the   Hanson  Brothers   can   save  it,yes,yes,yes,yes,yes,yes,yes,yes
1303,Negative,-1,-2,-1,"      The   thriller  side   of   this  movie     is   falling  flat  ,   as    the  stalker    does  n't   do   much  stalking  ,  and    no    cop  or  lawyer   grasps    the  concept   of  actually (2 investigating   the  case  .",yes,yes,yes,yes,yes,yes,yes,yes
1304,Negative,-1,-2,-1,...      -LRB-   a  -RRB-   strained  comedy   that   jettisons     all  opportunities   for  Rock   to    make   his  mark   by    serving  up   the   usual   chaotic  nonsense  .,yes,yes,yes,yes,yes,yes,yes,yes
1305,Negative,-1,-1,1," A    sour   ,  nasty  offering  .",yes,no,yes,yes,no,yes,yes,yes
1306,Negative,-1,-1,1,"    Feels   like  one   of     those  contrived  ,  only-in  -    Hollywood  productions   where    name  actors   deliver    big  performances   created   for    the   sole  purpose   of   generating   Oscar  talk (2 .",yes,yes,yes,yes,yes,yes,yes,yes
1309,Negative,-1,-2,-1,Earnest    falls    short   of   its   Ideal  predecessor   largely   due   to     Parker  's   ill-advised  meddling   with   the   timeless   source  material  .,yes,yes,yes,yes,yes,yes,yes,yes
1310,Negative,-1,-2,1," The  film    might   have   been    more  satisfying   if   it      had  ,   in  fact  ,   been    fleshed  out     a  little  more   instead   of   going   for   easy  smiles  .",yes,yes,yes,yes,yes,yes,yes,yes
1311,Negative,-1,-2,-1, Pretentious    editing  ruins   a    potentially  terrific  flick  .,yes,yes,yes,yes,yes,yes,yes,yes
1312,Negative,-1,-2,-1,"  Not   every   animated  film   from  Disney    will       become   a  classic  ,  but   forgive  me   if   I   've   come   to    expect  more   from    this  studio   than   some   79-minute   after-school (2  ``  cartoon  ''  .",yes,yes,yes,yes,yes,yes,yes,yes
1313,Negative,-1,-1,1," Do  not   ,    under   any  circumstances   ,    consider     taking   a   child  younger   than   middle   school  age   to    this  wallow   in   crude  humor  .",yes,yes,yes,yes,yes,yes,yes,yes
1314,Negative,-1,-1,1,"    Nothing    debases   a   concept  comedy   quite   like    the  grinding   of   bad  ideas  ,  and   Showtime   is   crammed   full   of  them  .",yes,yes,yes,yes,yes,yes,yes,yes
1315,Negative,-1,-2,1,   Much-anticipated  and  ultimately   lackluster  movie  .,yes,yes,yes,yes,yes,yes,yes,yes
1319,Neutral,0,0,-1, A   trite   psychological  thriller    designed   to     keep    the  audience    guessing  and  guessing   --    which    is  not   to   be   confused   with  suspecting  --   until   it    comes  time   to   wrap things  up  and   send   the   viewers  home  .,no,no,yes,yes,no,yes,yes,yes
1320,Negative,-1,-1,-1,  Neither     funny  nor  suspenseful  nor   particularly  well-drawn  .,yes,yes,yes,yes,yes,yes,yes,yes
1323,Negative,-1,-2,-1, ``   Collateral   Damage  ''     goes   by     the  numbers  and   reps   decent   action  entertainment  --   until    the   silly  showdown   ending   that   forces   the   viewer   to   totally   suspend  disbelief,yes,yes,yes,yes,yes,yes,yes,yes
1324,Negative,-1,-1,-1,`   Enigma   '     is    a   good  name   for   a  movie    this  delibrately    obtuse  and  unapproachable  .,yes,no,yes,yes,no,yes,yes,yes
1325,Negative,-1,-1,-1,  A  waste   of   good  performances  .,yes,yes,yes,yes,yes,yes,yes,yes
1329,Negative,-1,-2,-1," As   conceived   by   Mr.  Schaeffer   ,     Christopher  and  Grace    are    little  more   than   collections   of    quirky  traits     lifted   from    a   screenwriter  's  outline  and   thrown   at   actors  (3 charged  (2 with    the   impossible  task   of   making   them  jell  .",yes,yes,yes,yes,yes,yes,yes,yes
1331,Negative,-1,-2,1,"  The   essential  problem   in   Orange  County    is    that   ,    having   created    an    unusually  vivid  set   of    characters  worthy   of   its   strong  cast  ,    the  film   flounders   when (2  it  comes  to    giving  them   something   to  do  .",yes,yes,yes,yes,yes,yes,yes,yes
1332,Negative,-1,-1,1," Just   like    Hearst  's   enormous  yacht   ,   it      's    slow  and  unwieldy  and   takes   a   long   time   to   reach   its  destination  .",yes,no,yes,yes,no,yes,yes,yes
1334,Negative,-1,-2,1," Where    last   time  jokes    flowed  out   of      Cho  's   life  story  ,   which   provided    an  engrossing   dramatic   through  line   ,   here    the  comedian    hides   behind    obviously  constructed routines  .",yes,yes,yes,yes,yes,yes,yes,yes
1335,Negative,-1,-2,-1,"Why      come  up   with  something     even  quasi-original  ,   when   you   can      pillage   from     Shirley  Jackson  ,   Richard  Matheson  ...  and    puke  up   something   like   ROSE  RED  ?",yes,yes,yes,yes,yes,yes,yes,yes
1336,Positive,1,1,-1,"A   broadly     played  ,    lowbrow  comedy    in  which      the  cast   delivers    mildly  amusing  performances  and    no   farm  animals   were   injured   by   any   of   the  gags  .",yes,yes,yes,yes,yes,yes,yes,yes
1337,Negative,-1,-2,1,...    too   gory      to   be   a  comedy  and   too  silly   to   be   an   effective   horror  film  .,yes,yes,yes,yes,yes,yes,yes,yes
1338,Negative,-1,-1,1," Lacks       heart  ,  depth  and   ,    most   of  all  ,  purpose  .",yes,no,yes,yes,no,yes,yes,yes
1339,Positive,1,1,-1," Though    a  bit   of    a  patchwork   in    script  and  production   ,    a   glossy   ,    rich  green   ,  environment   almost    makes   the   picture  work  .",no,no,yes,yes,no,yes,yes,yes
1340,Neutral,0,0,1,"     perfectly  enjoyable  ,   instantly  forgettable  ,   nothing   to   write   home  about  .",no,no,yes,yes,no,yes,yes,yes
1341,Positive,1,1,1,"    Wasabi    is  slight     fare  indeed  ,   with    the   entire  project   having    the  feel   of   something    tossed   off  quickly   -LRB-    like   one   of    Hubert  's  punches  -RRB- , but (3  it (2  should    go   down   smoothly  enough   with  popcorn  .",no,no,yes,yes,no,yes,yes,yes
1342,Neutral,0,0,1, Somehow   both     wildly  implausible  and   strangely  conventional  .,no,no,yes,yes,no,yes,yes,yes
1344,Negative,-1,-1,-1,"     The  premise   is   in    extremely  bad  taste  ,  and     the   film  's   supposed  insights   are    so   poorly    thought-out  and  substance-free   that     even   a   high   school  senior  taking (2  his or  her   first   psychology  class   could   dismiss  them  .",yes,yes,yes,yes,yes,yes,yes,yes
1348,Negative,-1,-1,-1, This  time     Kaufman  's  imagination    has   failed  him  .,yes,yes,yes,yes,yes,yes,yes,yes
1352,Negative,-1,-2,1," Taken    individually  or  collectively   ,    the  stories   never      add  up   to   as  much   as   they  promise  .",yes,yes,yes,yes,yes,yes,yes,yes
1353,Negative,-1,-2,1," If   you    're  not   a   prepubescent  girl   ,   you    'll   be    laughing   at    Britney   Spears  '   movie-starring  debut   whenever   it    does  n't   have   you   impatiently   squinting   at  your watch  .",yes,yes,yes,yes,yes,yes,yes,yes
1354,Negative,-1,-1,-1, A     didactic  and  dull   documentary   glorifying  software   anarchy  .,yes,yes,yes,yes,yes,yes,yes,yes
1355,Negative,-1,-2,-1," Sluggishly   directed   by   episodic   TV   veteran   Joe  Zwick   ,   it    's    a  sitcom   without   the  snap-crackle  .",no,no,yes,yes,no,yes,yes,yes
1356,Negative,-1,-2,1,You    could      nap   for   an  hour  and  not   miss   a  thing  .,yes,yes,yes,yes,yes,yes,yes,yes
1357,Neutral,0,0,1,  Director   Clare   Kilner  's  debut      is  never   as  daft   as   it   should   have  been  .,yes,yes,yes,yes,yes,yes,yes,yes
1358,Negative,-1,-1,1,    New   Best  Friend    should  n't   have   gone   straight   to  video  ;   it   should   have   gone   straight   to   a   Mystery   Science   Theater   3000  video  .,no,no,yes,yes,no,yes,yes,yes
1359,Neutral,0,0,1,Wallace    seems   less   like   he   's   been   burning   to   tell   a   war  story   than   he   's   been   itching   to   somehow    tack  one  together,yes,yes,yes,yes,yes,yes,yes,yes
1360,Negative,-1,-2,1, The  thrill    is    -LRB-   long  -RRB-  gone  .,yes,yes,yes,yes,yes,yes,yes,yes
1361,Negative,-1,-1,-1,"      Began  life   as   a   computer  game  ,   then   morphed   into     a  movie  --   a   bad  one  ,   of  course  .",yes,yes,yes,yes,yes,yes,yes,yes
1364,Negative,-1,-2,-1,"Dull   ,    if   not   devoid   of  wit   ,    this   shaggy  dog        longs   to   frisk   through    the   back  alleys   of  history  ,  but  scarcely   manages   more   than   a   modest   , (3 (1 snoozy (3 charm  .",yes,yes,yes,yes,yes,yes,yes,yes
1365,Negative,-1,-2,-1,"    Scene-by-scene   ,   things  happen  ,  but   you   'd   be   hard-pressed   to   say    what  or  why  .",yes,yes,yes,yes,yes,yes,yes,yes
1366,Negative,-1,-2,1,"...     an    unimaginative   ,   nasty   ,   glibly  cynical  piece  of   work  .",yes,yes,yes,yes,yes,yes,yes,yes
1368,Positive,1,1,1,"It        is  also  ,   at  times  ,   curiously  moving  .",yes,yes,yes,yes,yes,yes,yes,yes
1369,Negative,-1,-2,1,"  The  tug-of-war   at    the  core   of   Beijing  Bicycle    becomes      weighed  down   with     agonizing  contrivances  ,   overheated  pathos  and   long   ,   wistful  gazes  .",yes,yes,yes,yes,yes,yes,yes,yes
1371,Negative,-1,-2,1, Some   decent  actors     inflict   big  damage   upon   their  reputations  .,yes,yes,yes,yes,yes,yes,yes,yes
1374,Negative,-1,-2,-1,"    Offensive   in    the  way   it    exploits    the   hot-button  issue   of   domestic  abuse   for  cheap  thrills  and    disgusting   in   the  manner   it   repeatedly     puts    a   small  child (1 (2 in jeopardy ,    treating   her    as  little    more   than  a  prop   to   be   cruelly  tormented  .",yes,yes,yes,yes,yes,yes,yes,yes
1375,Negative,-1,-2,1,     Mark  me  down   as     a  non-believer   in   werewolf  films   that    are  not  serious  and    rely   on  stupidity   as    a  substitute   for  humor  .,yes,yes,yes,yes,yes,yes,yes,yes
1376,Negative,-1,-2,1, Aspires    for   the  piquant   but   only  really    achieves    a  sort   of   ridiculous  sourness  .,yes,yes,yes,no,yes,yes,yes,yes
1378,Negative,-1,-2,-1," For   all     its   highfalutin  title  and   corkscrew  narrative   ,    the  movie     turns  out   to    be   not   much  more   than   a   shaggy   human  tale  .",yes,yes,yes,no,yes,yes,yes,yes
1379,Negative,-1,-2,-1,"  A   soggy   ,   cliche-bound   epic-horror  yarn  that     ends  up    being   even  dumber   than   its  title  .",yes,yes,yes,yes,yes,yes,yes,yes
1381,Negative,-1,-1,1," Although   based   on   a   real-life  person   ,      John  ,   in   the  movie  ,    is   a    rather  dull   person   to   be   stuck   with   for   two  hours  .",yes,yes,yes,yes,yes,yes,yes,yes
1383,Negative,-1,-1,-1, With   Spy   Kids  2   :     The  Island   of   Lost   Dreams   writer\/director\/producer   Robert  Rodriguez    has    cobbled  together    a  film   that   feels   like    a   sugar  high   gone  awry  .,yes,yes,yes,yes,yes,yes,yes,yes
1384,Negative,-1,-2,-1,"    There   is    no   entry  portal   in    The  Rules   of  Attraction  ,  and   I   spent   most   of    the   movie  feeling   depressed   by   the   shallow   ,   selfish   ,   greedy  characters .",yes,yes,yes,yes,yes,yes,yes,yes
1385,Negative,-1,-2,-1,   It   's   hard   to    tell   with   all  the     crashing  and  banging   where    the  salesmanship  ends  and    the  movie  begins  .,yes,yes,yes,yes,yes,yes,yes,yes
1386,Neutral,0,0,1,"``    My  god   ,   I     'm   behaving   like   an  idiot  !  ''",yes,yes,yes,no,yes,yes,yes,yes
1387,Neutral,0,0,1,"   Yes   ,   you  are  ,   Ben  Kingsley  .",yes,yes,yes,yes,yes,yes,yes,yes
1388,Negative,-1,-1,-1,A   dreadful   live-action   movie  .,yes,yes,yes,yes,yes,yes,yes,yes
1389,Negative,-1,-2,-1," Divertingly  ridiculous   ,    headbangingly  noisy  .",yes,yes,yes,yes,yes,yes,yes,yes
1391,Negative,-1,-2,-1,"   A   hideous   ,   confusing  spectacle  ,   one   that    may  well    put   the  nail   in    the  coffin   of   any   future   Rice  adaptations  .",yes,yes,yes,yes,yes,yes,yes,yes
1392,Negative,-1,-1,0, All   I   can  say    is  fuhgeddaboutit  .,yes,yes,yes,yes,yes,yes,yes,yes
1393,Negative,-1,-2,1," Between   bedroom  scenes   ,   viewers    may   find   themselves   wishing   they   could     roll  over  and   take   a  nap  .",yes,yes,yes,yes,yes,yes,yes,yes
1394,Negative,-1,-2,-1," If   you   collected    all   the  moments   of   coherent  dialogue   ,   they   still     would  n't    add  up   to    the  time   required   to   boil     a  four  -   minute  egg  .",yes,yes,yes,yes,yes,yes,yes,yes
1398,Negative,-1,-2,1,"     Never  engaging  ,     utterly  predictable  and   completely  void   of  anything   remotely    interesting  or  suspenseful  .",yes,yes,yes,yes,yes,yes,yes,yes
1399,Negative,-1,-1,-1,"     Spousal  abuse   is    a   major  problem   in   contemporary  society  ,  but    the  film    reduces   this   domestic  tragedy   to   florid  melodrama  .",yes,no,yes,yes,no,yes,yes,yes
1403,Positive,1,1,-1," Whatever     Eyre  's  failings   as   a  dramatist   ,   he     deserves  credit   for    bringing  audiences   into   this     hard  and  bitter  place  .",no,no,yes,yes,no,yes,yes,yes
1404,Neutral,0,0,-1," Scotland   ,  PA.    blurs    the  line   between     black  comedy  and   black  hole  .",no,no,yes,yes,no,yes,yes,yes
1405,Negative,-1,-2,-1,"It       tries   too  hard  ,  and   overreaches    the  logic   of   its   own  world  .",yes,yes,yes,no,yes,yes,yes,yes
1406,Negative,-1,-2,-1, The   whole   damn  thing    is   ripe   for   the   Jerry   Springer  crowd  .,yes,yes,yes,yes,yes,yes,yes,yes
1407,Negative,-1,-2,1,"It       's  all   pretty    cynical  and  condescending  ,  too  .",yes,yes,yes,yes,yes,yes,yes,yes
1411,Negative,-1,-2,-1,   But   that    's  just    the  problem   with  it  -    the  director    has  n't   added   enough   of   his   own  ingredients  .,yes,yes,yes,yes,yes,yes,yes,yes
1413,Negative,-1,-2,-1,Flaunts     its   quirky  excesses   like   a   New  Year     's   Eve  drunk   sporting   a   paper   party  hat  .,yes,yes,yes,yes,yes,yes,yes,yes
1414,Negative,-1,-1,1,"   Writhing   under  dialogue   like     `    You   're   from   two   different  worlds   '   and   `   Tonight    the  maid   is   a  lie  and  this   ,   this   is   who   you  are   ,   (2 this  schlock-filled   fairy  tale    hits    new  depths   of    unoriginality  and  predictability  .",yes,no,yes,yes,no,yes,yes,yes
1419,Negative,-1,-2,-1,"It      's  really  yet     another     anemic  and  formulaic   Lethal   Weapon-derived   buddy-cop  movie  ,   trying   to     pass  off    its  lack   of  imagination   as   hip  knowingness  .",yes,yes,yes,yes,yes,yes,yes,yes
1420,Negative,-1,-1,1," Scotland   ,  Pa.    is   a   strangely   drab  romp  .",no,no,yes,yes,no,yes,yes,yes
1422,Neutral,0,0,1," When   Perry   fists    a  bull   at   the   Moore  Farm   ,   it      's  only    a  matter   of  time   before   he   gets    the   upper  hand   in   matters   of   the  heart  .",no,no,yes,yes,no,yes,yes,yes
1423,Negative,-1,-2,1,There    's    more   scatological  action   in    8   Crazy  Nights   than    a  proctologist   is   apt   to   encounter   in   an   entire  career  .,yes,yes,yes,yes,yes,yes,yes,yes
1425,Neutral,0,0,1, The  cartoon      is  about   as   true   to    the  spirit   of    the  Festival   of  Lights   as    Mr.  Deeds   was   to   that   of   Frank  Capra  .,yes,yes,yes,yes,yes,yes,yes,yes
1426,Negative,-1,-1,1,...     the  sum   of   the  parts     equals  largely   a   confused  mediocrity  .,yes,yes,yes,yes,yes,yes,yes,yes
1427,Negative,-1,-2,-1, The  tone      shifts  abruptly   from  tense   to   celebratory   to  soppy  .,yes,yes,yes,yes,yes,yes,yes,yes
1428,Negative,-1,-2,1," If   we    do  n't     demand    a  standard   of  quality   for   the  art   that   we  choose   ,   we     deserve   the  trash   that   we  get  .",no,no,yes,yes,no,yes,yes,yes
1429,Negative,-1,-2,1,  A     modest  and  messy   metaphysical   thriller  offering    more  questions   than  answers  .,yes,yes,yes,yes,yes,yes,yes,yes
1430,Negative,-1,-1,-1,Julia    is   played   with    exasperating  blandness   by   Laura  Regan  .,yes,no,yes,yes,no,yes,yes,yes
1431,Neutral,0,0,-1,  Morrissette  's    script  and  direction       show    a   fair  amount   of    intelligence  and  wit  --  but   it    does  n't    signify   a   whole  lot  either  .,yes,yes,yes,yes,yes,yes,yes,yes
1432,Negative,-1,-2,-1,     There   's   suspension   of  disbelief  and   then   there    's  bad  screenwriting  ...    this  film   packs    a  wallop   of   the  latter  .,yes,yes,yes,yes,yes,yes,yes,yes
1433,Neutral,0,0,1,"    All   Ms.  Jovovich  ,   as   the   sanctified  heroine  ,    has   to   do   is    look      radiant  ,   grimly  purposeful  and   mildly  alarmed   while       forcing   open  doors  ,   wieldingwrenches and  fleeing  monsters  .",yes,yes,yes,yes,yes,yes,yes,yes
1435,Negative,-1,-2,-1,  Mocking  them  now    is    an  exercise   in  pointlessness  .,yes,yes,yes,yes,yes,yes,yes,yes
1436,Negative,-1,-2,-1,"This    is     a    particularly  toxic   little  bonbon  ,     palatable   to    only  a  chosen  and   very   jaundiced  few  .",yes,yes,yes,yes,yes,yes,yes,yes
1437,Negative,-1,-1,-1," This     is  n't  just    the   CliffsNotes  version   of   Nicholas  Nickleby   ,   it    's    the  CliffsNotes   with   pages  missing  .",yes,no,yes,yes,no,yes,yes,yes
1438,Negative,-1,-2,-1,"     Considering     the   harsh  locations  and   demanding  stunts   ,   this   must   have   been   a   difficult  shoot  ,  but    the  movie    proves  rough    going   for   the  audience   as  well .",yes,yes,yes,yes,yes,yes,yes,yes
1439,Negative,-1,-1,1, Better   at   putting   you   to   sleep   than   a   sound  machine  .,yes,no,yes,yes,no,yes,yes,yes
1440,Negative,-1,-2,-1,"So   clich̩d       that  ,   at   one  point  ,   they   literally   upset   an   apple  cart  .",yes,yes,yes,yes,yes,yes,yes,yes
1441,Positive,1,1,1,"    It   's       a   decent  glimpse   into   a   time  period  ,  and     an  outcast  ,   that   is    no  longer  accessible  ,  but   it     does  n't  necessarily    shed   more  light  on  (2its  subject   than   the   popular  predecessor  .",no,no,yes,yes,no,yes,yes,yes
1442,Neutral,0,0,1,It    might   be    the   first   sci-fi  comedy   that   could   benefit   from    a   Three  's   Company-style   laugh  track  .,no,no,yes,yes,no,yes,yes,yes
1443,Negative,-1,-2,-1," When    the  plot   kicks  in   ,    the  film    loses  credibility  .",yes,yes,yes,yes,yes,yes,yes,yes
1444,Negative,-1,-2,1,Credibility    sinks   into    a  mire   of  sentiment  .,yes,yes,yes,no,yes,yes,yes,yes
1445,Negative,-1,-2,1,"     The  movie    takes  itself   too  seriously  and  ,    as   a  result   ,   it   makes   for   only   intermittent  fun  .",yes,yes,yes,yes,yes,yes,yes,yes
1447,Negative,-1,-2,0,  Does  n't   amount   to   much   of  anything  .,yes,yes,yes,yes,yes,yes,yes,yes
1450,Negative,-1,-2,1, The  truth    is   that    The   Truth   About  Charlie   gets   increasingly  tiresome  .,yes,yes,yes,no,no,yes,yes ,yes
1454,Negative,-1,-2,-1,  A     long-winded  and  stagy  session   of    romantic  contrivances   that  never   really    gels   like    the   shrewd   feminist   fairy  tale   it   could   have  been  .,yes,yes,yes,yes,yes,yes,yes,yes
1455,Negative,-1,-2,1, A  little   too    pat   for   its   own  good  .,yes,yes,yes,yes,yes,yes,yes,yes
1456,Negative,-1,-2,-1,There    are   films   that   try     the  patience   of      even   the    most  cinema-besotted  critic  --  and  this   was   one   of  them  .,yes,yes,yes,yes,yes,yes,yes,yes
1457,Negative,-1,-2,1,"      Watching  Trouble   Every  Day  ,   at  least   if   you    do  n't   know   what   's  coming  ,    is   like     biting   into   what   looks   like    a    juicy   ,  delicious  plum  on  (0.0833333333333333  hot  summer  day  and    coming  away   with    your   mouth  full   of   rotten   pulp   and   living  worms  .",yes,yes,yes,yes,yes,yes,yes,yes
1459,Neutral,0,0,1,What     would  Jesus   do   if   He   was   a   film  director  ?,yes,yes,yes,yes,yes,yes,yes,yes
1461,Negative,-1,-1,1," When     a  set   of    pre-shooting  guidelines    a  director    came  up   with   for   his  actors    turns  out   to   be        cleverer  ,   better  written  and   of  considerable   more  interest (2  than  the  finished  film   ,   that    's   a   bad  sign  .",yes,yes,yes,yes,yes,yes,yes,yes
1465,Negative,-1,-2,-1,"Still   ,    this  thing    feels    flimsy  and  ephemeral  .",yes,yes,yes,yes,yes,yes,yes,yes
1466,Positive,1,2,1, Diane  Lane    shines   in  Unfaithful  .,yes,no,yes,yes,no,yes,yes,yes
1469,Negative,-1,-1,1,"Rather   ,   you    'll   have   to      wrestle  disbelief   to   the  ground  and   then   apply   the   chloroform-soaked  handkerchief  .",yes,yes,yes,yes,yes,yes,yes,yes
1471,Neutral,0,0,1, The  title   helpfully    offers     the    most  succinct  review   of  it   you   'll   read  anywhere  .,yes,yes,yes,yes,yes,yes,yes,yes
1472,Negative,-1,-2,1,"  The  makers   of    Divine  Secrets   of   the   Ya-Ya  Sisterhood    should    offer    a   free  ticket   -LRB-        second  prize  ,   of  course  ,   two   free  tickets  -RRB-   to   anyone  (2 who  can  locate    a    genuinely  honest  moment   in   their  movie  .",yes,yes,yes,yes,yes,yes,yes,yes
1473,Negative,-1,-2,1,   God    help   the   poor  woman   if   Attal   is    this  insecure   in   real  life  :     his   fictional   Yvan  's  neuroses   are    aggravating  enough   to   exhaust    the  patience   of   (2 even (2the  most   understanding  spouse  .,yes,yes,yes,yes,yes,yes,yes,yes
