Sentiment,Sentiment Num,Multi,Text
Negative,-1,-2," An   often-deadly   boring   ,   strange  reading   of     a  classic   whose   witty  dialogue   is   treated   with   a   baffling   casual  approach"
Negative,-1,-2," This  film    was   made   to    get  laughs   from      the   slowest  person   in   the  audience  --    just   pure  slapstick   with   lots   of   inane   ,   inoffensive     screaming  and  exaggerated  facial expressions  ."
Negative,-1,-2,Consists   of    a    plot  and  jokes    done   too  often   by   people    far  more   talented   than   Ali  G
Negative,-1,-2, Moderately   involving   despite     bargain-basement  photography  and   hackneyed  romance  .
Neutral,0,0,"There       is   no  insight   into    the  anguish   of    Heidi  's  life  --        only   a  depiction   of  pain  ,     today  's  version   of   Greek  tragedy  ,    the   talk-show  guest (2 (2 decrying  her  fate  ."
Negative,-1,-1,"      The  editing      is      chaotic  ,    the  photography  grainy  and   badly  focused  ,    the  writing  unintentionally  hilarious  ,    the  direction  unfocused  ,    the  performances   as  wooden  ."
Negative,-1,-1," When    -LRB-    De   Palma  's  -RRB-      bad   ,   he   's   really  bad  ,  and    Femme  Fatale   ranks   with   the  worst   he    has  done  ."
Neutral,0,0,"   Tadpole    is   emblematic   of   the   witless  ageism   afflicting  films  :      Young   is  cool  ,  and    too  young   is   too  cool  ."
Negative,-1,-2,"    I   doubt   anyone   will    remember   the  picture   by    the  time   Christmas   really   rolls  around  ,  but   maybe   it   'll    be   on  video   by  then  ."
Negative,-1,-2,"   Uncertain   in  tone  ...    a   garbled  exercise   in     sexual  politics  ,    a   junior   varsity   Short  Cuts   by   way   of   Very   Bad  Things  ."
Neutral,0,0,"    All    's  well   that   ends  well  ,  and   rest  assured   ,    the   consciousness-raising  lessons    are   cloaked   in   gross-out  gags  ."
Negative,-1,-1,"  The   only  thing   worse   than   your   substandard   ,   run-of-the-mill   Hollywood  picture    is   an   angst-ridden   attempt   to   be  profound  ."
Negative,-1,-2," If   you   think   that    Jennifer  Lopez   has    shown   poor  judgment   in   planning   to   marry   Ben  Affleck   ,    wait   till   you   see   Maid   in  Manhattan  ."
Negative,-1,-2,"     Stars   Matthew   Perry   and   Elizabeth  Hurley    illicit      more   than   a  chuckle  ,  and    more  jokes  land   than  crash  ,  but   ultimately    Serving  Sara    does  n't    distinguish itself (2 from  the  herd  ."
Negative,-1,-2,"It     's  best   to    avoid  imprisonment   with    the   dull   ,   nerdy  folks   that   inhabit  Cherish  ."
Negative,-1,-2,Culkin    exudes   none   of    the    charm  or  charisma   that   might    keep    a    more  general  audience    even  vaguely  interested   in   his   bratty  character  .
Neutral,0,0,"    In   the  end   ,     Ted   Bundy  's   only  justification   is     the   director  's     common  but  unexplored  fascination   with   the   frustrated  maniac  ;   there   's      no   larger point ,  and  little   social  context  ."
Negative,-1,-2,...     -LRB-   like   -RRB-  channel   surfing   between     the   Discovery  Channel  and   a   late-night   made-for-cable   action  movie  .
Negative,-1,-2,"  A  movie  that   ,    rather   than   skip   along   the  Seine   ,       more  or  less    slogs   its  way  through     soggy  Paris  ,    tongue  uncomfortably   in  cheek  ."
Negative,-1,-2," Shot     perhaps   `    artistically  '   with   handheld  cameras  and   apparently    no   movie  lights   by   Joaquin  Baca-Asay   ,    the   low-budget  production     swings  annoyingly   between    vertigo  and opacity  ."
Negative,-1,-1,  Imagine    a    really  bad   community   theater  production   of   West   Side  Story   without   the  songs  .
Negative,-1,-1,"Soul    is   what   's   lacking   in     every  character   in      this  movie  and   ,   subsequently  ,   the  movie  itself  ."
Negative,-1,-1,"  A   one-trick  pony    whose  few   T&A  bits   still     ca  n't    save  itself   from   being   unoriginal   ,    unfunny  and  unrecommendable  ."
Neutral,0,0,  The   worst  kind   of    independent  ;    the  one   where   actors  play    dress  down   hicks   and    ponderously   mope   around   trying   to   strike  lightning   as   captured   by   their   1970s (0.625redecessors
Neutral,0,0,"    It   may   be   a   prize  winner  ,  but   Teacher   is   a  bomb  ."
Positive,1,1, The   production  values    are   up  there  .
Positive,1,2,  The  use   of    CGI  and   digital  ink-and-paint    make    the  thing   look   really  slick  .
Positive,1,1, The  voices     are  fine   as  well  .
Negative,-1,-2," The  problem    ,    it   is   with   most   of   these  things  ,    is   the  script  ."
Neutral,0,0,"    It   's    got   its  heart   in   the   right  place  ,  but   it   also   wilts   after  awhile  ."
Negative,-1,-1, Proves   that     a  movie   about  goodness    is  not    the   same  thing   as   a   good  movie  .
Negative,-1,-2,"Well   ,   it    does    go  on  forever  ."
Negative,-1,-1, This     overproduced  and   generally  disappointing  effort     is  n't   likely   to   rouse   the   Rush   Hour  crowd  .
Negative,-1,-2,Topkapi   this    is  not  .
Negative,-1,-1," If   Shayamalan   wanted   to    tell   a  story   about    a  man   who   loses   his  faith   ,   why      did  n't  he   just     do  it  ,   instead   of    using   bad  sci-fi   as   window  dressing  ?"
Negative,-1,-2,    Ethan  Hawke    has  always   fancied   himself    the   bastard  child   of   the   Beatnik  generation  and   it   's   all   over   his   Chelsea  Walls  .
Neutral,0,0, Equal  parts      bodice-ripper  and  plodding   costume  drama  .
Negative,-1,-2,"I     'm  not   suggesting   that   you   actually     see  it  ,   unless   you   're     the  kind   of  person   who   has   seen    every   Wim   Wenders  film   of   the  '70s  ."
Negative,-1,-1," While    the  film   misfires   at   every  level   ,    the   biggest  downside    is    the  paucity   of   laughter   in   what   's   supposed   to   be   a  comedy  ."
Positive,1,2," If   you    liked   the   1982  film  then   ,   you     'll  still    like  it  now  ."
Negative,-1,-2,"  A   93-minute  condensation   of   a   26-episode   TV  series   ,    with   all   of    the  pitfalls   of  such   you    'd  expect  ."
Negative,-1,-2,Guillen   rarely    gets   beneath    the  surface   of  things  .
Negative,-1,-2,"She       lists  ingredients  ,  but   never    mixes  and  stirs  ."
Negative,-1,-1,    Audiences   can   be   expected   to    suspend   their  disbelief   only   so  far  --  and   that    does  not    include    the    5  o'clock  shadow   on   the   tall   wooden  kid   as   he skips  off   to  school  .
Negative,-1,-1, To    imagine    the  life   of   Harry  Potter   as    a   martial   arts  adventure   told   by   a   lobotomized   Woody  Allen    is   to   have    some  idea   of    the  fate   that   lies  in  (2 store  for   moviegoers   lured   to    the  mediocrity   that   is     Kung  Pow  :   Enter   the  Fist  .
Negative,-1,-2,"It       delivers   some     chills  and  sustained  unease  ,  but   flounders   in    its  quest   for   Deeper  Meaning  ."
Negative,-1,-1,    Credibility  levels   are  low  and    character  development   a  non-starter  .
Negative,-1,-2,"I    would   have     preferred   a  transfer    down   the  hall    to     Mr.   Holland  's  class   for   the  music    ,  or   to    Robin   Williams  's  lecture   so   I   could    listen  (2 to  a teacher   with       humor  ,  passion  ,  and  verve  ."
Neutral,0,0," For   the   most  part   ,    the  ingredients    are  there  ."
Negative,-1,-2,But    an   unwillingness   to   explore   beyond    the  surfaces   of   her  characters     prevents    Nettelbeck  's  film   from   coming  together  .
Positive,1,2,"   An  earnest  ,    heartrending  look   at    the  divide   between     religious  fundamentalists  and   their   gay  relatives  ."
Negative,-1,-2,It       's  also  heavy-handed  and    devotes    too  much  time   to   bigoted  views  .
Negative,-1,-2,"  A   mawkish   ,    implausible  platonic  romance   that   makes    Chaplin  's   City  Lights     seem  dispassionate   by  comparison  ."
Neutral,0,0,"    Yes   ,   one   enjoys   seeing   Joan    grow   from   awkward   young  woman   to    strong   ,  determined  monarch  ,  but     her  love   for   the   philandering  Philip   only   diminishes   her stature  ."
Negative,-1,-2,"    It   's    a  film   that   hinges   on   its  casting  ,  and   Glover   really    does  n't   fit   the  part  ."
Negative,-1,-1,"This    is    a   throwaway   ,   junk-food  movie     whose  rap  soundtrack    was  better   tended   to    than   the  film  itself  ."
Negative,-1,-1,"...    with     the   candy-like  taste   of  it    fading  faster   than   25-cent   bubble  gum   ,   I    realized   this   is    a   throwaway  movie   that    wo  n't   stand    the  test   of  time ."
Neutral,0,0,It    's   a  trifle  .
Neutral,0,0,"      Literally  nothing   in   The  Pool   is  new  ,  but    if   you    grew  up   on    the   stalker  flicks   of   the  1980   's    this  one   should    appease  you   for   90  minutes  ."
Negative,-1,-2,Arguably    the  year    's     silliest  and   most  incoherent  movie  .
Neutral,0,0,"Anyway   ,    for     one  reason  or  another   ,   Crush     turns   into   a   dire   drama  partway  through  ."
Negative,-1,-1," After  that   ,   it   just    gets    stupid  and  maudlin  ."
Positive,1,1,"  Too  bad    ,  but   thanks   to     some   lovely   comedic  moments  and   several   fine  performances   ,   it     's  not   a   total  loss  ."
Neutral,0,0,Chao    was     Chen   Kaige  's  assistant   for   years   in  China  .
Negative,-1,-1,He     has  not   learnt   that   storytelling   is   what    the  movies   are  about  .
Negative,-1,-2,   A   mixed  bag   of    a  comedy   that     ca  n't  really   be   described   as  out   of   this  world  .
Negative,-1,-1, The  film    is      a  travesty   of   the  genre  and   even   as   spoof    takes  itself   too  seriously  .
Negative,-1,-2,   Marries    the  amateurishness   of    The   Blair   Witch  Project   with    the  illogic   of   Series  7  :   The   Contenders   to   create   a    completely    crass  and  forgettable  movie  .
Negative,-1,-1, The   Piano  Teacher    is     the  sort   of  movie   that    discourages   American  audiences   from   ever   wanting   to   see   another   foreign  film  .
Neutral,0,0," If   it   's    another   regurgitated   action  movie   you   're  after   ,   there    's    no   better  film   than   Half   Past  Dead  ."
Negative,-1,-1,So   what    is   the  point  ?
Positive,1,1,"Lovingly       choreographed   bloodshed   taking  place   in   a   pristine   movie  neverland  ,  basically  ."
Negative,-1,-2,This    is    junk   food  cinema   at   its  greasiest  .
Positive,1,2," When   it    's  all  wet   ,    Blue  Crush    is   highly  enjoyable  ."
Negative,-1,-2," When   it   's   on   dry  land   ,   though   ,    this   surfer-girl  melodrama    starts   gasping   like   a   beached  grouper  ."
Positive,1,1, Most   new  movies    have   a   bright  sheen  .
Negative,-1,-1,"   Some   ,    like  Ballistic   ,   arrive  stillborn  ...    looking   like    the   beaten   ,   well-worn   video   box  cover   of   seven  years   into   the  future  ."
Negative,-1,-2,"     The  story   is   naturally  poignant  ,  but    first-time   screenwriter   Paul  Pender    overloads  it   with    sugary  bits   of  business  ."
Neutral,0,0,You    see    Robert   De  Niro     singing  -  and   dancing    to  -    West   Side  Story   show  tunes  .
Positive,1,1,  Choose      your  reaction  :  A.  -RRB-   That   sure   is  funny  !
Negative,-1,-1,B.   -RRB-    That  sure    is  pathetic  !
Negative,-1,-1,  A     sermonizing  and  lifeless  paean   to  teenage   dullards  .
Neutral,0,0,     This    dramatically  shaky  contest   of  wills   only   reiterates    the   old  Hollywood  saw  :    Evil   is    interesting  and  good   is  boring  .
Negative,-1,-2," Before  long   ,    the  film    starts   playing   like    General  Hospital   crossed   with    a   Saturday   Night   Live  spoof   of   Dog   Day  Afternoon  ."
Negative,-1,-2,"     The  charms   of   willful  eccentricity  ,     at  least  as   evidenced   by   this   latest   cinematic  essay  ,    are   beginning   to   wear    a  bit  thin  ."
Negative,-1,-2," Instead   of   accurately   accounting   a   terrible   true  story   ,    the  film    's   more   determined   to   become   the   next   Texas   Chainsaw  Massacre  ."
Neutral,0,0, But   what   about    the   countless   other  people   who    'd  merely   like   to    watch   a   solid  tale   about   a    universally  interesting  soul  ?
Negative,-1,-2,"  A   silly   ,   self-indulgent  film   about   a    silly   ,  self-indulgent  filmmaker  ."
Negative,-1,-2,"     Scarlet  Diva   has   a   voyeuristic  tug  ,  but    all   in  all   it   's     a  lot   less  sensational   than   it   wants   to  be  ."
Negative,-1,-2,"     The  character    is   too    forced  and  overwritten   to     be  funny  or   believable   much   of   the  time  ,  and   Clayburgh     does  n't  always   improve   the   over-the-top  mix  ."
Negative,-1,-2,"Flashy   ,     pretentious  and    as  impenetrable   as  Morvern    's   thick   ,   working-class   Scottish  accent  ."
Negative,-1,-1,"  Lame  ,   haphazard   teen  comedy  ."
Negative,-1,-2,"It    's     the  kind   of  movie   that      ends  up     festooning    U.S.   art   house  screens   for   no   reason  other   than   the  fact   that   it   's   in    French   -LRB-    well (2 (2 , (2 mostly -RRB-   with   English  subtitles  and    is  magically   `    significant  '   because   of  that  ."
Negative,-1,-1,"  This   miserable  excuse   of   a  movie      runs   on  empty  ,   believing    Flatbush  machismo   will    get  it  through  ."
Negative,-1,-2," Expect   to   be   reminded   of       other   ,   better  films  ,   especially  Seven  ,   which    director   William  Malone   slavishly  copies  ."
Negative,-1,-2,"    Nair   stuffs    the  film   with   dancing   ,   henna   ,   ornamentation   ,   and   group  song  ,  but    her  narrative    clichés  and   telegraphed    episodes  smell   of   old   soap  opera ."
Negative,-1,-2,"It    's   getting     harder  and  harder   to    ignore   the  fact   that   Hollywood    is  n't   laughing   with    us  ,  folks  ."
Negative,-1,-2,It    's   laughing   at  us  .
Negative,-1,-2,"Might    have    been      better  off    as   a  documentary   ,   with   less   of    Mr.   Eyre  's   uninspired  dramatics  and  more   of    his  sense   of    observation  and  outrage  ."
Neutral,0,0, Every   good  actor    needs   to   do     his  or  her   own  Hamlet  .
Positive,1,1, For  Benigni   it     was  n't   Shakespeare   whom   he   wanted   to    define   his  career   with   but  Pinocchio  .
Negative,-1,-2,It     might   as  well   have   been   Problem   Child  IV  .
Negative,-1,-2,   Arnold  's  jump   from    little  screen   to  big    will    leave  frowns   on    more    than  a  few  faces  .
Neutral,0,0,Both     awful  and  appealing  .
Negative,-1,-2,     The  lack   of   opposing  viewpoints   soon   grows  tiresome  --    the  film    feels  more   like    a  series   of   toasts   at    a   testimonial  dinner   than   a  documentary  .
Negative,-1,-2, Nothing  plot-wise     is  worth   e-mailing   home  about  .
Negative,-1,-2,"We    are    left   with   a   superficial  snapshot    that  ,    however  engaging   ,    is  insufficiently    enlightening  and  inviting  ."
Negative,-1,-2," Helmer  DeVito   ...    attempts   to     do    too  many  things   in   this  story   about      ethics  ,   payola   ,   vice   ,   murder   ,   kids   '  TV  and  revenge  ."
Negative,-1,-1,It     would  n't   be    my   preferred  way   of   spending     100  minutes  or   $  7.00  .
Negative,-1,-1,I    hated    every  minute   of  it  .
Negative,-1,-2,"     -LRB-   T  -RRB-   hose    same  extremes    prevent  us   from    taking   its  message  seriously  ,  and    the   Stepford   Wives  mentality    does  n't   work   in   a   modern  context  ."
Negative,-1,-2,   Obvious  politics  and   rudimentary  animation    reduce    the  chances   that    the  appeal   of   Hey  Arnold  !
Positive,1,2, The  Movie    will   reach    far   beyond   its  core  demographic  .
Neutral,0,0,"There    's   no    mistaking   the  fact   that    this  hybrid   misses        the  impact   of   the   Disney  classic  ,  and  even   that   of   the   excellent   1934   MGM  version  ."
Negative,-1,-2,"  A   simple   ,    sometimes   maddeningly  slow  film   that      has   just    enough    charm  and  good   acting   to   make   it  interesting  ,  but  is   ultimately     pulled   under   by    the  pacing and  lack   of  creativity  within  ."
Positive,1,1,"    Roger  Michell  ,   who   did    an   appealing  job   directing    Persuasion   and   Notting  Hill   in  England  ,    gets   too   artsy   in   his   American  debut  ."
Neutral,0,0,"There     is    an   almost   poignant  dimension   to   the  way   that     every   major   stunt   Seagal  's  character   ...   performs   is     shot   from  behind  ,   as   if   it   could    foolus (2into  (2 thinking   that   we    're  not   watching   a  double  ."
Neutral,0,0,Anthony   Hopkins  ?
Neutral,0,0,Big   deal  !
Neutral,0,0,    We    've  already    seen   the  prequel   to    The  Silence   of   the    Lambs  and  Hannibal  --  and   it    was  better   the   first  time  .
Negative,-1,-2,"Ostensibly      celebrates   middle-aged   girl  power  ,   even   as   it   presents   friendship   between   women   as   pathetic   ,    dysfunctional  and  destructive  ."
Negative,-1,-2," If   this    is    an  example   of    the  type   of  project   that     Robert   Redford  's  lab   is   willing   to       lend   its  imprimatur  to  ,  then  perhaps   it    's   time  to rethink  independent  films  ."
Negative,-1,-2,Pumpkin    sits   in    a  patch   somewhere   between   mirthless   Todd   Solondzian   satire   and   callow   student  film  .
Negative,-1,-2," Not    so  much   funny   as   aggressively  sitcom-cute   ,   it     's   full   of        throwaway  one-liners  ,   not-quite  jokes  ,  and   a   determined   TV  amiability   that   Allen  personifies ."
Neutral,0,0,"It       's  not   that   Waiting    For  Happiness   is   a   bad  film  ,   because   it   is  n't  ."
Negative,-1,-1,It     's  just   incredibly  dull  .
Negative,-1,-2,  The   sad  thing   about   Knockaround  Guys    is    its   lame  aspiration   for   grasping    the  coolness   vibes   when    in  fact    the  film    is  n't   as     flippant  or  slick   as   it  (2 thinks (2 it  is  .
Negative,-1,-2, A     cumbersome  and  cliche-ridden  movie    greased   with    every   emotional  device   known   to  man  .
Positive,1,1," Director   Ferzan  Ozpetek     creates   an   interesting  dynamic   with    the  members   of     this  group  ,   who   live   in   the   same   apartment  building  ."
Negative,-1,-2,But   he     loses   his  focus   when   he   concentrates   on   any   single  person  .
Negative,-1,-2,"  Egoyan  's  movie    is   too   complicated   to   sustain      involvement  ,  and   ,    if   you   'll   excuse   a    little  critical  heresy  ,   too   intellectually  ambitious  ."
Neutral,0,0,"    It   wants   to   be   thought   of   as   a   subversive   little   indie  film  ,  but   it   has    all   the  qualities   of   a   modern   situation  comedy  ."
Negative,-1,-2," Despite    apparent  motives   to   the  contrary   ,       it   ends   up  being  ,  like   -LRB-    Seinfeld  's   -RRB-     revered   TV  show  ,   about    pretty  much  nothing  ."
Negative,-1,-1,"      Shadyac    shoots   his  film   like   an   M.   Night   Shyamalan  movie  ,  and   he   frequently   maintains    the   same   snail  's  pace  ;   he   just   forgot   to   add   any   genuinetension ."
Negative,-1,-2,Plays    less    like   a   coming-of-age  romance   than   an  infomercial  .
Negative,-1,-2,"There    are     a   few  laughs  and    clever   sight  gags   scattered   about   ,   but   not   enough   to   make     this  anything  more   than   another   big-budget  bust  ."
Negative,-1,-1," The  story     's   so  preposterous   that   I    did  n't      believe  it   for   a  second  ,   despite    the   best  efforts   of   everyone  involved  ."
Neutral,0,0,I    've   heard   that     the  fans   of    the   first  Men   in  Black   have    come  away   hating   the   second  one  .
Neutral,0,0,I    wonder  why  .
Negative,-1,-2,They     felt   like   the   same  movie   to  me  .
Neutral,0,0," Despite     her   relentless  vim  and   winsome   facial  symmetry   ,   Witherspoon      is  just   too  dialed-up   to   be    America  's  Sweetheart  ."
Negative,-1,-2, An  ultra-low-budget    indie   debut   that    smacks   more   of   good  intentions   than  talent  .
Negative,-1,-2,"    Birot   is   a    competent  enough  filmmaker  ,  but    her  story    has     nothing  fresh  or   very  exciting   about  it  ."
Positive,1,1,"     De    Niro  and  McDormand   give   solid  performances  ,  but    their   screen  time   is   sabotaged   by    the   story  's   inability   to   create  interest  ."
Negative,-1,-2,  Even  those   of   a   single   digit  age    will   be   able   to      recognize   that    this  story   is   too  goofy  ...  even   for  Disney  .
Neutral,0,0,"That     is  essentially    what   's   missing   from  Blackboards   --       the  sense   of  something  bigger  ,   some   ultimate  point  ."
Negative,-1,-2,  A  compendium   of  Solondz    's    own   worst  instincts   in    under  90  minutes  .
Negative,-1,-1,"It    is      a  comedy   that    's  not   very  funny  and     an   action  movie   that    is  not   very  thrilling     -LRB-  and     an   uneasy  alliance  ,   at  that  -RRB-  ."
Negative,-1,-2,"    The  story   is   familiar   from   its   many  predecessors  ;    like  them   ,   it   eventually   culminates   in     the  not-exactly  -    stunning  insight   that   crime    does  n't  pay  ."
Negative,-1,-1,You    'll    have   more  fun     setting  fire   to  yourself   in   the   parking  lot  .
Negative,-1,-1,You    'll   be   more   entertained    getting  hit   by   a  bus  .
Neutral,0,0," Dissing       a   Bond  movie   is   quite   like   calling    a  dog  stupid  ,  but   when   it   has   the   temerity   to   run   over   two  hours   ,   you    feel   like    winding  up with (0.125kick  ."
Negative,-1,-2,"   Ritchie  's  treatment   of   the   class  reversal      is   majorly  ham-fisted  ,   from    the   repetitive  manifestos   that   keep   getting    thrown   in    people  's  faces   to    the  fact   Amber is  such   a  joke  ."
Negative,-1,-2,"   Flat  ,   but   with   a   revelatory  performance   by   Michelle  Williams  ."
Negative,-1,-2,  Little  more   than   a   frothy   vanity  project  .
Neutral,0,0, The  film    goes   from   being    an   unusual   sci-fi   character  study   to    a   chase  flick   that   detracts   from   its  ending  .
Negative,-1,-2,"  Verbinski   substitutes  atmosphere   for  action   ,    tedium   for  thrills  ."
Negative,-1,-2," For   all   its   surface  frenzy   ,    High  Crimes    should   be     charged   with  loitering  --     so  much   on  view   ,   so   little   to  offer  ."
Negative,-1,-1,      The  Sum   of   All  Fears    is   almost  impossible   to  follow  --  and   there   's    something  cringe-inducing   about   seeing    an   American   football  stadium   nuked   as   pop  entertainment .
Neutral,0,0,"  Alex   Nohe  's  documentary    plays   like    a  travelogue   for   what   mostly   resembles    a   real-life   ,   big-budget   NC-17  version   of   Tank  Girl  ."
Negative,-1,-2, The   title  Trapped     turns  out   to   be    a    pretty  fair  description   of   how   you   feel   while   you   're   watching   this   ultra-manipulative  thriller  .
Negative,-1,-2,IHOPs     do  n't   pile   on   this   much  syrup  .
Positive,1,1," For   the   most  part   ,   I   Spy    was    an   amusing  lark   that    will  probably   rank   as   one   of      Murphy  's   better  performances   in  one   of   his   lesser-praised  movies."
Negative,-1,-1,   focuses   on    Joan  's   raging     hormones  and  sledgehammers    the  audience   with    Spanish  inquisitions   about   her   ``   madness  ''   so  much   that   I    became  mad   that   I    wasted  (2  123 minutes  and   $  9.50   on   this   21st  century    torture  device  .
Negative,-1,-1,"     This  series   should   have   died   long  ago  ,  but   they   keep      bringing  it  back   another  day   as   punishment   for    paying  money   to   see   the   last   James   Bond  movie ."
Negative,-1,-2,  A  bit   of   an   unwieldy  mess  .
Negative,-1,-2," With      a  story   as  bizarre  and   mysterious   as  this   ,   you     do  n't   want   to   be    worrying  about   whether    the   ineffectual  Broomfield   is   going   to   have   the   courage to  knock  (2 on   that  door  ."
Negative,-1,-2," The  filmmakers        juggle  and  juxtapose   three   story  lines  but   fail   to    come  up    with     one   cogent  point  ,   unless   it   's   that   life  stinks   ,   especially   for   sensitive  married  women   who   really   love   other  women  ."
Negative,-1,-2,"        The  movie   feels   like   it   's   going   to   be  great  ,  and   it   carries   on   feeling    that  way   for   a   long  time  ,  but    takeoff  just   never  happens  ."
Negative,-1,-2,"     A  gimmick   in   search   of     a  movie  :   how   to      get  Carvey   into   as   many   silly  costumes  and   deliver   as   many   silly  voices   as  possible  ,    plot  mechanics (2  be damned  ."
Negative,-1,-2,...     the   last  time   I   saw    a  theater   full   of   people   constantly   checking   their  watches    was   during   my  SATs  .
Negative,-1,-2,...     fifty  minutes   of   tedious   adolescent  melodramatics    followed   by    thirty-five  minutes   of   inflated  nonsense  .
Neutral,0,0,...    lacks    the    punch  and  verve   needed   to   make    this  genre  soar  .
Negative,-1,-2,"    It    's  often   faintly  amusing  ,  but        the  problems   of   the  characters   never   become   important   to  us  ,  and    the  story   never   takes  hold  ."
Neutral,0,0,"   It    's   tough   ,   astringent   ,   darkly  funny  and  ...   well   ,   it     's  also   generic   ,   untidy   ,    condescending  and  mild   of    impact   rather  than  stunning  ."
Neutral,0,0,Largely    a   for-fans  artifact  .
Negative,-1,-2,"    There   's   no   denying       the  elaborateness   of    the   artist  's  conceptions  ,  nor   his   ability   to    depict  them   with   outrageous  elan  ,  but   really    the   whole  series  is   so  much     pretentious  nonsense  ,   lavishly   praised   by   those   who    equate  obscurity   with  profundity  ."
Negative,-1,-2,Characters     wander   into    predictably  treacherous  situations   even   though   they   should   know  better  .
Negative,-1,-2,There    's      plenty   of   style   in     Guillermo   Del   Toro  's  sequel   to   the  1998  hit  but   why    do  we    need   117  minutes   to   tell    a  tale   that   simply    ca  nt  (2 sustain  (2  more   than  90  minutes  .
Negative,-1,-2,"  -LRB-   I  -RRB-    f   you   've    been   to    more   than  one   indie  flick   in   your  life   ,   chances   are  you     've  already   seen    this  kind   of  thing  ."
Negative,-1,-1,   No  reason   for  anyone   to    invest   their   hard-earned  bucks   into    a  movie   which   obviously    did  n't    invest   much   into  itself  either  .
Negative,-1,-2,"   A   strong   first  quarter  ,       slightly  less    so  second  quarter  ,  and   average   second  half  ."
Negative,-1,-1," A       boring  ,   wincingly  cute  and   nauseatingly   politically  correct  cartoon    guaranteed   to    drive  anyone   much   over    age  4   screaming   from   the  theater  ."
Negative,-1,-2,"   The   vampire  thriller    Blade  II      starts  off   as   a   wild  hoot  and   then    sucks   the  blood  out   of   its  fun    --   toward   the  end   ,   you    can    feel   yourveins (1  cringing   from   the  workout  ."
Negative,-1,-2," When    the   first   few  villians   are   introduced   as   ``   Spider   ''   and   ``   Snake  ''   you    know   you   're   in   for     a   real  winner  ,   creativity   at   its  peak ."
Negative,-1,-2, An  Afterschool    Special   without    the  courage   of   its  convictions  .
Neutral,0,0,"     The   final  result   makes   for   adequate  entertainment   ,    I  suppose  ,  but    anyone   who   has   seen   Chicago   on  stage   will   leave    the   theater  feeling   they   've   watched nothing  but    a   pale  imitation   of   the   real  deal  ."
Negative,-1,-2,"     -LRB-   Director   -RRB-  Byler    may  yet   have    a   great  movie   in  him  ,  but   Charlotte   Sometimes   is    only  half   of  one  ."
Negative,-1,-2,So    few  movies     explore  religion   that   it   's   disappointing   to   see   one    reduce  it   to    an  idea   that   fits   in   a  sampler  .
Neutral,0,0,"    It     's  also   clear   from   the  start   that    The  Transporter   is   running   purely   on  adrenaline  ,  and    once    the   initial  high   wears  off   ,     the   film  's  shortcomings start  to   shine  through  ."
Negative,-1,-2, Watching  it    is   rather   like   viewing    a   long   soap  opera    in  which    only   the   first  episode   was   any  good  .
Neutral,0,0,"It       's  fun  ,  but     a   psychological  mess  ,   with    Austin  Powers    bumping   his  head   on    the  way   out   of   the  closet  ."
Negative,-1,-2,"    There   are   touching   moments   in  Etoiles  ,  but    for   the   most  part   this   is    a   dull   ,   dour  documentary   on   what   ought   to   be   a     joyful  or    at  least fascinating  subject  ."
Negative,-1,-2,   Could   the   whole  plan  here   have   been   to   produce   something   that   makes    Fatal  Attraction    look   like   a  classic   by  comparison  ?
Neutral,0,0,That    's    the   only   sane  rationale   I   can   think   of   for    Swimfan  's  existence  .
Negative,-1,-2,"I     did  n't     laugh   at       the   ongoing  efforts   of  Cube  ,  and    his   skinny  buddy   Mike  Epps  ,   to   make   like      Laurel  and  Hardy  'n   the  hood  ."
Negative,-1,-1,  The   only  way    this   supernatural  snore-fest   could    give  anyone    a  case   of   the  frights    is   if   they     were   put   to   sleep   by   the  movie  and   had   a  nightmare (2 .
Neutral,0,0,I    wonder   what     the  reaction   of  Israelis   will   be   to   this    supposedly  evenhanded  presentation  .
Negative,-1,-1," The  film    would    work   much  better   as    a   video  installation   in     a  museum  ,   where   viewers   would   be   free   to  leave  ."
Neutral,0,0,Immediately  .
Neutral,0,0," Human  Nature       initially   succeeds   by   allowing   itself   to   go  crazy  ,  but   ultimately   fails   by    spinning  out   of  control  ."
Negative,-1,-2,"    -LRB-    It  's   -RRB-     a  prison  soccer   movie   starring   charismatic   tough   guy   Vinnie  Jones  ,  but   it   had    too  much    spitting   for  me   to  enjoy  ."
Negative,-1,-1, Not  even    the   Hanson  Brothers   can   save  it
Negative,-1,-2,"      The   thriller  side   of   this  movie     is   falling  flat  ,   as    the  stalker    does  n't   do   much  stalking  ,  and    no    cop  or  lawyer   grasps    the  concept   of  actually (2 investigating   the  case  ."
Negative,-1,-2,...      -LRB-   a  -RRB-   strained  comedy   that   jettisons     all  opportunities   for  Rock   to    make   his  mark   by    serving  up   the   usual   chaotic  nonsense  .
Negative,-1,-1," A    sour   ,  nasty  offering  ."
Negative,-1,-1,"    Feels   like  one   of     those  contrived  ,  only-in  -    Hollywood  productions   where    name  actors   deliver    big  performances   created   for    the   sole  purpose   of   generating   Oscar  talk (2 ."
Negative,-1,-1,   Obstacles    are   too  easily  overcome  and   there     is  n't   much   in    the  way   of   character  development   in   the  script  .
Neutral,0,0,It    tells   more   than   it  shows  .
Negative,-1,-2,Earnest    falls    short   of   its   Ideal  predecessor   largely   due   to     Parker  's   ill-advised  meddling   with   the   timeless   source  material  .
