,Sentiment,Sentiment Num,Multi,Text,Text-original,Text_with_fullstop,Polarities Found,Polarity Count,Sarcasm?,Adversative Polarity,Adversative Present?,Polarity Count-after Adversative,Emoji Score,Polarity Count-multi
1202,Negative,-1,-2,it might also have been problem child iv .,It     might   as  well   have   been   Problem   Child  IV  .,it might also have been problem child iv .,"[0, 0, 0, 0, 0, -1, 0, 0, 0]",-1,0,-1,0,-1,0,-1
1203,Negative,-1,-2,arnold is jump from little screen to big will leave frowns on more than a few faces .,   Arnold  's  jump   from    little  screen   to  big    will    leave  frowns   on    more    than  a  few  faces  .,arnold is jump from little screen to big will leave frowns on more than a few faces .,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0]",-1,0,-1,0,-1,0,-1
1204,Neutral,0,0,both awful and appealing .,Both     awful  and  appealing  .,both awful and appealing .,"[0, (-1, -7), 0, 1, 0]",-1,0,-1,0,-1,0,-2
1205,Negative,-1,-2,the lackof opposing viewpoints soon grows tiresome -- the film feels more like a series of toasts at a testimonial dinner than a documentary .,     The  lack   of   opposing  viewpoints   soon   grows  tiresome  --    the  film    feels  more   like    a  series   of   toasts   at    a   testimonial  dinner   than   a  documentary  .,the lackof opposing viewpoints soon grows tiresome -- the film feels more like a series of toasts at a testimonial dinner than a documentary .,"[0, -1, 0, 0, 0, 0, (-1, -7), 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-1,-1,-1,0,-1,0,-2
1206,Negative,-1,-2,nothing plot-wise is worth e-mailing home about ., Nothing  plot-wise     is  worth   e-mailing   home  about  .,nothing plot-wise is worth e-mailing home about .,"[0, 0, 0, 1, 0, 0, 0, 0]",1,0,1,0,1,0,1
1207,Negative,-1,-2,"we are left with a superficial snapshot that , however engaging , is insufficiently enlightening and inviting .","We    are    left   with   a   superficial  snapshot    that  ,    however  engaging   ,    is  insufficiently    enlightening  and  inviting  .","we are left with a superficial snapshot that , however engaging , is insufficiently enlightening and inviting .","[0, 0, 0, 0, 0, -1, 0, 0, 0, 8, 1, 0, 0, -1, 0, 0, 0, 0]",-1,-1,-1,1,-1,0,-1
1208,Negative,-1,-2,"helmer devito . . . attempts to do too many things in this story about ethics , payola , vice , murder , kids  tv and revenge ."," Helmer  DeVito   ...    attempts   to     do    too  many  things   in   this  story   about      ethics  ,   payola   ,   vice   ,   murder   ,   kids   '  TV  and  revenge  .","helmer devito . . . attempts to do too many things in this story about ethics , payola , vice , murder , kids  tv and revenge .","[0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, -1, 0, -1, 0, 0, 0, 0, -1, 0]",-1,-1,-1,0,-1,0,-2
1209,Negative,-1,-1,it would not be my preferred way of spending 100 minutes or 7 .00 .,It     would  n't   be    my   preferred  way   of   spending     100  minutes  or   $  7.00  .,it would not be my preferred way of spending 100 minutes or 7 .00 .,"[0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,0,0,0,0
1210,Negative,-1,-1,i hated every minute of it .,I    hated    every  minute   of  it  .,i hated every minute of it .,"[0, -1, 0, 0, 0, 0, 0]",-1,0,-1,0,-1,0,-1
1211,Negative,-1,-2,"-lrb- t -rrb- hose same extremes prevent us from taking its message seriously , and the stepford wives mentality does not work in a modern context .","     -LRB-   T  -RRB-   hose    same  extremes    prevent  us   from    taking   its  message  seriously  ,  and    the   Stepford   Wives  mentality    does  n't   work   in   a   modern  context  .","-lrb- t -rrb- hose same extremes prevent us from taking its message seriously , and the stepford wives mentality does not work in a modern context .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 1, 0, 0]",-1,-1,-1,0,-1,0,-1
1212,Negative,-1,-2,obvious politics and rudimentary animation reduce the chances that the appeal of hey arnold !,   Obvious  politics  and   rudimentary  animation    reduce    the  chances   that    the  appeal   of   Hey  Arnold  !,obvious politics and rudimentary animation reduce the chances that the appeal of hey arnold !,"[0, -1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",-1,-1,1,0,-1,0,-1
1213,Positive,1,2,the movie will reach far beyond its core demographic ., The  Movie    will   reach    far   beyond   its  core  demographic  .,the movie will reach far beyond its core demographic .,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,0,0,0,0
1214,Neutral,0,0,"there is no mistaking the fact that this hybrid misses the impact of the disney classic , and even that of the excellent 1934 mgm version .","There    's   no    mistaking   the  fact   that    this  hybrid   misses        the  impact   of   the   Disney  classic  ,  and  even   that   of   the   excellent   1934   MGM  version  .","there is no mistaking the fact that this hybrid misses the impact of the disney classic , and even that of the excellent 1934 mgm version .","[0, 0, 11, -1, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, (1, -7), 0, 0, 0, 0]",-1,-1,1,0,-1,0,-1
1215,Negative,-1,-2,"a simple , sometimes maddeningly slow film that has just enough charm and good acting to make it interesting , but is ultimately pulled under by the pacing and lackof creativity within .","  A   simple   ,    sometimes   maddeningly  slow  film   that      has   just    enough    charm  and  good   acting   to   make   it  interesting  ,  but  is   ultimately     pulled   under   by    the  pacing and  lack   of  creativity  within  .","a simple , sometimes maddeningly slow film that has just enough charm and good acting to make it interesting , but is ultimately pulled under by the pacing and lackof creativity within .","[0, 0, 0, 0, (-1, -7), -1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, -1, 1, 0, 0]",-1,-1,-1,1,-1,0,-1
1216,Positive,1,1,"roger michell , who did an appealing job directing persuasion and notting hill in england , gets too artsy in his american debut .","    Roger  Michell  ,   who   did    an   appealing  job   directing    Persuasion   and   Notting  Hill   in  England  ,    gets   too   artsy   in   his   American  debut  .","roger michell , who did an appealing job directing persuasion and notting hill in england , gets too artsy in his american debut .","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 8, 0, 0]",-1,-1,0,1,0,0,0
1217,Neutral,0,0,"there is an almost poignant dimension to the way that every major stunt seagal is character . . . performs is shot from behind , as-if it could foolus 2into 2 thinking that we are not watching a double .","There     is    an   almost   poignant  dimension   to   the  way   that     every   major   stunt   Seagal  's  character   ...   performs   is     shot   from  behind  ,   as   if   it   could    foolus (2into  (2 thinking   that   we    're  not   watching   a  double  .","there is an almost poignant dimension to the way that every major stunt seagal is character . . . performs is shot from behind , as-if it could foolus 2into 2 thinking that we are not watching a double .","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0]",-1,-1,-1,0,-1,0,-1
1218,Neutral,0,0,anthony hopkins ?,Anthony   Hopkins  ?,anthony hopkins ?,"[0, 0, 0]",-1,0,0,0,-1,0,-2
1219,Neutral,0,0,big deal !,Big   deal  !,big deal !,"[0, 0, 0]",0,0,0,0,0,0,0
1220,Neutral,0,0,we have already seen the prequel to the silence of the lambs and hannibal -- and it was better the first-time .,    We    've  already    seen   the  prequel   to    The  Silence   of   the    Lambs  and  Hannibal  --  and   it    was  better   the   first  time  .,we have already seen the prequel to the silence of the lambs and hannibal -- and it was better the first-time .,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1, 0]",-1,-1,-1,0,-1,0,-2
1221,Negative,-1,-2,"ostensibly celebrates middle-aged girl power , even as it presents friendship between women as pathetic , dysfunctional and destructive .","Ostensibly      celebrates   middle-aged   girl  power  ,   even   as   it   presents   friendship   between   women   as   pathetic   ,    dysfunctional  and  destructive  .","ostensibly celebrates middle-aged girl power , even as it presents friendship between women as pathetic , dysfunctional and destructive .","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, -1, 0, 0, 0, -1, 0]",-1,-1,-1,0,-1,0,-1
1222,Negative,-1,-2,"if this is an example of the type of project that robert redford is lab is willing to lend its imprimatur to , then perhaps it is time to rethink independent films ."," If   this    is    an  example   of    the  type   of  project   that     Robert   Redford  's  lab   is   willing   to       lend   its  imprimatur  to  ,  then  perhaps   it    's   time  to rethink  independent  films  .","if this is an example of the type of project that robert redford is lab is willing to lend its imprimatur to , then perhaps it is time to rethink independent films .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,1,0,1,0,1
1223,Negative,-1,-2,pumpkin sits in a patch somewhere between mirthless todd solondzian satire and callow student film .,Pumpkin    sits   in    a  patch   somewhere   between   mirthless   Todd   Solondzian   satire   and   callow   student  film  .,pumpkin sits in a patch somewhere between mirthless todd solondzian satire and callow student film .,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0]",-1,0,-1,0,-1,0,-1
1224,Negative,-1,-2,"not so much funny as aggressively sitcom-cute , it is full of throwaway one-liners , not-quite jokes , and a determined tv amiability that allen personifies ."," Not    so  much   funny   as   aggressively  sitcom-cute   ,   it     's   full   of        throwaway  one-liners  ,   not-quite  jokes  ,  and   a   determined   TV  amiability   that   Allen  personifies .","not so much funny as aggressively sitcom-cute , it is full of throwaway one-liners , not-quite jokes , and a determined tv amiability that allen personifies .","[11, 0, 0, 1, 0, -1, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",-1,-1,1,0,-1,0,-2
1225,Neutral,0,0,"it is not that waiting for happiness is a bad film , because it is not .","It       's  not   that   Waiting    For  Happiness   is   a   bad  film  ,   because   it   is  n't  .","it is not that waiting for happiness is a bad film , because it is not .","[0, 0, 11, 0, -1, 0, 1, 0, 0, -1, 0, 0, 0, 0, 0, 11, 0]",-1,-1,-1,0,-1,0,-1
1226,Negative,-1,-1,it is just incredibly dull .,It     's  just   incredibly  dull  .,it is just incredibly dull .,"[0, 0, 0, 1, -1, 0]",-1,-1,-1,0,-1,0,-1
1227,Negative,-1,-2,the sad thing about knockaround guys is its lame aspiration for grasping the coolness vibes when in fact the film is not as flippant or slick as it 2 thinks 2 it is .,  The   sad  thing   about   Knockaround  Guys    is    its   lame  aspiration   for   grasping    the  coolness   vibes   when    in  fact    the  film    is  n't   as     flippant  or  slick   as   it  (2 thinks (2 it  is  .,the sad thing about knockaround guys is its lame aspiration for grasping the coolness vibes when in fact the film is not as flippant or slick as it 2 thinks 2 it is .,"[0, -1, 0, 0, 0, 0, 0, 0, -1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",-1,-1,-1,0,-1,0,-1
1228,Negative,-1,-2,a cumbersome and cliche-ridden movie greased with every emotional device known to man ., A     cumbersome  and  cliche-ridden  movie    greased   with    every   emotional  device   known   to  man  .,a cumbersome and cliche-ridden movie greased with every emotional device known to man .,"[0, -1, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0]",-1,0,-1,0,-1,0,-1
1229,Positive,1,1,"director ferzan ozpetek creates an interesting dynamic with the members of this group , who live in the same apartment building ."," Director   Ferzan  Ozpetek     creates   an   interesting  dynamic   with    the  members   of     this  group  ,   who   live   in   the   same   apartment  building  .","director ferzan ozpetek creates an interesting dynamic with the members of this group , who live in the same apartment building .","[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,1,0,1,0,1
1230,Negative,-1,-2,but he loses his focus when he concentrates on any single person .,But   he     loses   his  focus   when   he   concentrates   on   any   single  person  .,but he loses his focus when he concentrates on any single person .,"[8, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-1,0,-1,1,-1,0,-1
1231,Negative,-1,-2,"egoyan is movie is too complicated to sustain involvement , and , if you will excuse a little critical heresy , too intellectually ambitious .","  Egoyan  's  movie    is   too   complicated   to   sustain      involvement  ,  and   ,    if   you   'll   excuse   a    little  critical  heresy  ,   too   intellectually  ambitious  .","egoyan is movie is too complicated to sustain involvement , and , if you will excuse a little critical heresy , too intellectually ambitious .","[0, 0, 0, 0, 2, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, -1, -1, 0, 2, 0, 0, 1, 0]",-1,-1,-1,0,-1,0,-2
1232,Neutral,0,0,"it wants to be thought of as a subversive little indie film , but it has all the qualities of a modern situation comedy .","    It   wants   to   be   thought   of   as   a   subversive   little   indie  film  ,  but   it   has    all   the  qualities   of   a   modern   situation  comedy  .","it wants to be thought of as a subversive little indie film , but it has all the qualities of a modern situation comedy .","[0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]",-1,-1,1,1,1,0,1
1233,Negative,-1,-2,"despite apparent motives to the contrary , it ends up being , like -lrb- seinfeld is -rrb- revered tv show , about pretty much nothing ."," Despite    apparent  motives   to   the  contrary   ,       it   ends   up  being  ,  like   -LRB-    Seinfeld  's   -RRB-     revered   TV  show  ,   about    pretty  much  nothing  .","despite apparent motives to the contrary , it ends up being , like -lrb- seinfeld is -rrb- revered tv show , about pretty much nothing .","[-8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",1,0,0,1,0,0,0
1234,Negative,-1,-1,"shadyac shoots his film like an m . night shyamalan movie , and he frequently maintains the same snail is pace ; he just forgot to add any genuinetension .","      Shadyac    shoots   his  film   like   an   M.   Night   Shyamalan  movie  ,  and   he   frequently   maintains    the   same   snail  's  pace  ;   he   just   forgot   to   add   any   genuinetension .","shadyac shoots his film like an m . night shyamalan movie , and he frequently maintains the same snail is pace ; he just forgot to add any genuinetension .","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0]",-1,-1,-1,0,-1,0,-1
1235,Negative,-1,-2,plays less like a coming-of-age romance than an infomercial .,Plays    less    like   a   coming-of-age  romance   than   an  infomercial  .,plays less like a coming-of-age romance than an infomercial .,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",1,0,1,0,1,0,1
1236,Negative,-1,-2,"there are a few laughs and clever sight gags scattered about , but notenough to make this anything more than another big-budget bust .","There    are     a   few  laughs  and    clever   sight  gags   scattered   about   ,   but   not   enough   to   make     this  anything  more   than   another   big-budget  bust  .","there are a few laughs and clever sight gags scattered about , but notenough to make this anything more than another big-budget bust .","[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 8, -1, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0]",-1,-1,-1,1,-1,0,-1
1237,Negative,-1,-1,"the story is so preposterous that i did not believe it for a second , despite the best efforts of everyone involved ."," The  story     's   so  preposterous   that   I    did  n't      believe  it   for   a  second  ,   despite    the   best  efforts   of   everyone  involved  .","the story is so preposterous that i did not believe it for a second , despite the best efforts of everyone involved .","[0, 0, 0, 0, -1, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, -8, (1, -7), 0, 0, 0, 0, 0]",-1,0,-1,1,-1,0,-2
1238,Neutral,0,0,i have heard that the fans of the first men in black have come away hating the second one .,I    've   heard   that     the  fans   of    the   first  Men   in  Black   have    come  away   hating   the   second  one  .,i have heard that the fans of the first men in black have come away hating the second one .,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0]",-1,-1,-1,0,-1,0,-1
1239,Neutral,0,0,i wonder why .,I    wonder  why  .,i wonder why .,"[0, 0, 0, 0]",0,0,0,0,0,0,0
1240,Negative,-1,-2,they felt like the same movie to me .,They     felt   like   the   same  movie   to  me  .,they felt like the same movie to me .,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,0,0,0,0
1241,Neutral,0,0,"despite her relentless vim and winsome facial symmetry , witherspoon is just too dialed-up to be america is sweetheart ."," Despite     her   relentless  vim  and   winsome   facial  symmetry   ,   Witherspoon      is  just   too  dialed-up   to   be    America  's  Sweetheart  .","despite her relentless vim and winsome facial symmetry , witherspoon is just too dialed-up to be america is sweetheart .","[-8, 0, -1, 1, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 1, 0]",-1,-1,0,1,0,0,0
1242,Negative,-1,-2,an ultra-low-budget indie debut that smacks more of good intentions than talent ., An  ultra-low-budget    indie   debut   that    smacks   more   of   good  intentions   than  talent  .,an ultra-low-budget indie debut that smacks more of good intentions than talent .,"[0, 0, 0, 8, 0, 0, 0, 0, 1, 0, 0, 1, 0]",1,0,1,1,1,0,2
1243,Negative,-1,-2,"birot is a competent enough filmmaker , but her story has nothing fresh or very exciting about it .","    Birot   is   a    competent  enough  filmmaker  ,  but    her  story    has     nothing  fresh  or   very  exciting   about  it  .","birot is a competent enough filmmaker , but her story has nothing fresh or very exciting about it .","[0, 0, 0, 1, 1, 0, 0, 8, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]",1,0,1,1,1,0,2
1244,Positive,1,1,"de niro and mcdormand give solid performances , but their screen time is sabotaged by the story is inability to create interest .","     De    Niro  and  McDormand   give   solid  performances  ,  but    their   screen  time   is   sabotaged   by    the   story  's   inability   to   create  interest  .","de niro and mcdormand give solid performances , but their screen time is sabotaged by the story is inability to create interest .","[0, 0, 0, 0, 0, 1, 0, 0, 8, 0, 0, 0, 0, -1, 0, 0, 0, 0, -1, 0, 1, 1, 0]",-1,-1,-1,1,-1,0,-2
1245,Negative,-1,-2,even those of a single digit age will be able to recognize that this story is too goofy . . . even for disney .,  Even  those   of   a   single   digit  age    will   be   able   to      recognize   that    this  story   is   too  goofy  ...  even   for  Disney  .,even those of a single digit age will be able to recognize that this story is too goofy . . . even for disney .,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, -1, 0, 0, 0, 0, 0, 0, 0]",-1,0,-1,0,-1,0,-2
1246,Neutral,0,0,"that is essentially what is missing from blackboards -- the sense of something bigger , some ultimate point .","That     is  essentially    what   's   missing   from  Blackboards   --       the  sense   of  something  bigger  ,   some   ultimate  point  .","that is essentially what is missing from blackboards -- the sense of something bigger , some ultimate point .","[0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-1,0,-1,0,-1,0,-2
1247,Negative,-1,-2,a compendium of solondz is own worst instincts in under 90 minutes .,  A  compendium   of  Solondz    's    own   worst  instincts   in    under  90  minutes  .,a compendium of solondz is own worst instincts in under 90 minutes .,"[0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0]",-1,0,-1,0,-1,0,-2
1248,Negative,-1,-1,"it is a comedy that is not very funny and an action movie that is not very thrilling -lrb- and an uneasy alliance , at that -rrb- .","It    is      a  comedy   that    's  not   very  funny  and     an   action  movie   that    is  not   very  thrilling     -LRB-  and     an   uneasy  alliance  ,   at  that  -RRB-  .","it is a comedy that is not very funny and an action movie that is not very thrilling -lrb- and an uneasy alliance , at that -rrb- .","[0, 0, 0, 1, 0, 0, 11, 0, 1, 0, 0, 0, 0, 0, 0, 11, 0, 1, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0]",-1,-1,1,0,-1,0,-2
1249,Negative,-1,-2,"the story is familiar from its many predecessors ; like them , it eventually culminates in the not-exactly - stunning insight that crime does not pay .","    The  story   is   familiar   from   its   many  predecessors  ;    like  them   ,   it   eventually   culminates   in     the  not-exactly  -    stunning  insight   that   crime    does  n't  pay  .","the story is familiar from its many predecessors ; like them , it eventually culminates in the not-exactly - stunning insight that crime does not pay .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, -1, 0, 11, 0, 0]",-1,-1,1,0,-1,0,-1
1250,Negative,-1,-1,you will have more fun setting fire to yourself in the parking lot .,You    'll    have   more  fun     setting  fire   to  yourself   in   the   parking  lot  .,you will have more fun setting fire to yourself in the parking lot .,"[0, 0, 0, 0, 1, 0, -1, 0, 0, 0, 0, 0, 0, 0]",-1,-1,-1,0,-1,0,-2
1251,Negative,-1,-1,you will be more entertained getting hit by a bus .,You    'll   be   more   entertained    getting  hit   by   a  bus  .,you will be more entertained getting hit by a bus .,"[0, 0, 0, 0, 1, 0, -1, 0, 0, 0, 0]",-1,-1,-1,0,-1,0,-2
1252,Neutral,0,0,"dissing a bond movie is quite like calling a dog stupid , but when it has the temerity to run over two hours , you feel like winding up with 0 .125kick ."," Dissing       a   Bond  movie   is   quite   like   calling    a  dog  stupid  ,  but   when   it   has   the   temerity   to   run   over   two  hours   ,   you    feel   like    winding  up with (0.125kick  .","dissing a bond movie is quite like calling a dog stupid , but when it has the temerity to run over two hours , you feel like winding up with 0 .125kick .","[-1, 0, 0, 0, 0, 0, 1, 0, 0, 0, -1, 0, 8, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",-1,-1,-1,1,-1,0,-2
1253,Negative,-1,-2,"ritchie is treatment of the class reversal is majorly ham-fisted , from the repetitive manifestos that keep getting thrown in people is faces to the fact amber is suchajoke .","   Ritchie  's  treatment   of   the   class  reversal      is   majorly  ham-fisted  ,   from    the   repetitive  manifestos   that   keep   getting    thrown   in    people  's  faces   to    the  fact   Amber is  such   a  joke  .","ritchie is treatment of the class reversal is majorly ham-fisted , from the repetitive manifestos that keep getting thrown in people is faces to the fact amber is suchajoke .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0]",-1,0,-1,0,-1,0,-1
1254,Negative,-1,-2,"flat , but with a revelatory performance by michelle williams .","   Flat  ,   but   with   a   revelatory  performance   by   Michelle  Williams  .","flat , but with a revelatory performance by michelle williams .","[0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,1,0,0,0
1255,Negative,-1,-2,little more than a frothy vanity project .,  Little  more   than   a   frothy   vanity  project  .,little more than a frothy vanity project .,"[0, 0, 0, 0, 0, -1, 0, 0]",-1,0,-1,0,-1,0,-1
1256,Neutral,0,0,the film goes from being an unusual sci-fi character study to a chase flick that detracts from its ending ., The  film    goes   from   being    an   unusual   sci-fi   character  study   to    a   chase  flick   that   detracts   from   its  ending  .,the film goes from being an unusual sci-fi character study to a chase flick that detracts from its ending .,"[0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0]",-1,0,-1,0,-1,0,-1
1257,Negative,-1,-2,"verbinski substitutes atmosphere for action , tedium for thrills .","  Verbinski   substitutes  atmosphere   for  action   ,    tedium   for  thrills  .","verbinski substitutes atmosphere for action , tedium for thrills .","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1,0,1,0,1,0,1
1258,Negative,-1,-2,"for all its surface frenzy , high crimes slightly negative charged with loitering -- so much on view , so little to offer ."," For   all   its   surface  frenzy   ,    High  Crimes    should   be     charged   with  loitering  --     so  much   on  view   ,   so   little   to  offer  .","for all its surface frenzy , high crimes slightly negative charged with loitering -- so much on view , so little to offer .","[0, 0, 0, 0, -1, 0, 0, -1, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",-1,-1,-1,0,-1,0,-1
1259,Negative,-1,-1,the sum of all fears is almost impossible to follow -- and there is something cringe-inducing about seeing an american football stadium nuked as pop entertainment .,      The  Sum   of   All  Fears    is   almost  impossible   to  follow  --  and   there   's    something  cringe-inducing   about   seeing    an   American   football  stadium   nuked   as   pop  entertainment .,the sum of all fears is almost impossible to follow -- and there is something cringe-inducing about seeing an american football stadium nuked as pop entertainment .,"[0, 0, 0, 0, -1, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",-1,-1,-1,0,-1,0,-1
1260,Neutral,0,0,"alex nohe is documentary plays like a travelogue for what mostly resembles a real-life , big-budget nc-17 version of tank girl .","  Alex   Nohe  's  documentary    plays   like    a  travelogue   for   what   mostly   resembles    a   real-life   ,   big-budget   NC-17  version   of   Tank  Girl  .","alex nohe is documentary plays like a travelogue for what mostly resembles a real-life , big-budget nc-17 version of tank girl .","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0]",-1,-1,-1,0,-1,0,-1
1261,Negative,-1,-2,the title trapped turns out to be a pretty fair description of how you feel while you are watching this ultra-manipulative thriller ., The   title  Trapped     turns  out   to   be    a    pretty  fair  description   of   how   you   feel   while   you   're   watching   this   ultra-manipulative  thriller  .,the title trapped turns out to be a pretty fair description of how you feel while you are watching this ultra-manipulative thriller .,"[0, 0, -1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-1,-1,1,0,-1,0,-2
1262,Negative,-1,-2,ihops do not pile on this much syrup .,IHOPs     do  n't   pile   on   this   much  syrup  .,ihops do not pile on this much syrup .,"[0, 0, 11, 0, 0, 0, 0, 0, 0]",0,0,0,0,0,0,0
1263,Positive,1,1,"for the most part , i spy was an amusing lark that will probably rank as one of murphy is better performances in one of his lesser-praised movies ."," For   the   most  part   ,   I   Spy    was    an   amusing  lark   that    will  probably   rank   as   one   of      Murphy  's   better  performances   in  one   of   his   lesser-praised  movies.","for the most part , i spy was an amusing lark that will probably rank as one of murphy is better performances in one of his lesser-praised movies .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,1,0,1,0,2
1264,Negative,-1,-1,focuses on joan is raging hormones and sledgehammers the audience with spanish inquisitions about her `` madness  so much that i became mad that i wasted 2 123 minutes and 9 .50 on this 21st century torture device .,   focuses   on    Joan  's   raging     hormones  and  sledgehammers    the  audience   with    Spanish  inquisitions   about   her   ``   madness  ''   so  much   that   I    became  mad   that   I    wasted  (2  123 minutes  and   $  9.50   on   this   21st  century    torture  device  .,focuses on joan is raging hormones and sledgehammers the audience with spanish inquisitions about her `` madness  so much that i became mad that i wasted 2 123 minutes and 9 .50 on this 21st century torture device .,"[0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0]",-1,0,-1,0,-1,0,-2
1265,Negative,-1,-1,"this series slightly negative died long ago , but they keep bringing it back another day as punishment for paying money to see the last james bond movie .","     This  series   should   have   died   long  ago  ,  but   they   keep      bringing  it  back   another  day   as   punishment   for    paying  money   to   see   the   last   James   Bond  movie .","this series slightly negative died long ago , but they keep bringing it back another day as punishment for paying money to see the last james bond movie .","[0, 0, 0, -1, -1, -1, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-1,0,-1,1,-1,0,-1
