,Sentiment,Sentiment Num,Multi,Text,Text-original,Text_with_fullstop,Polarities Found,Polarity Count,Sarcasm?,Adversative Polarity,Adversative Present?,Polarity Count-after Adversative,Emoji Score,Polarity Count-multi
3135,Positive,1,1,"this film is an act of spiritual faith -- an eloquent , deeply felt meditation on the nature of compassion ."," This  film    is      an  act   of   spiritual  faith  --    an    eloquent   ,   deeply  felt  meditation   on    the  nature   of  compassion  .","this film is an act of spiritual faith -- an eloquent , deeply felt meditation on the nature of compassion .","[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1,0,1,0,1,0,2
3136,Neutral,0,0,"a different kind of love story - one that is dark , disturbing , painful to watch , yet compelling .","    A   different  kind   of   love  story  -   one   that   is         dark  ,  disturbing  ,   painful   to  watch  ,  yet  compelling  .","a different kind of love story - one that is dark , disturbing , painful to watch , yet compelling .","[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, -1, 0, -1, 0, -1, 0, 0, 0, 8, 0, 0]",-1,-1,0,1,0,0,0
3137,Positive,1,1,splendidly illustrates the ability of the human spirit to overcome adversity .,Splendidly    illustrates     the  ability   of   the   human  spirit   to   overcome  adversity  .,splendidly illustrates the ability of the human spirit to overcome adversity .,"[1, 0, 0, 0, 0, 0, 0, (1, -7), 0, 0, -1, 0]",-1,-1,1,0,-1,0,-1
3138,Positive,1,2,"a compelling , gut-clutching piece of advocacy cinema that carries you along in a torrent of emotion as it explores the awful complications of one terrifying day .","  A   compelling   ,   gut-clutching  piece   of    advocacy  cinema   that      carries  you  along   in    a  torrent   of  emotion   as   it    explores    the   awful  complications   of  one   terrifying  day  .","a compelling , gut-clutching piece of advocacy cinema that carries you along in a torrent of emotion as it explores the awful complications of one terrifying day .","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, (-1, -7), 0, 0, 0, (-1, -7), 0, 0]",-1,-1,-1,0,-1,0,-2
3139,Positive,1,2,"she is as rude and profane as ever , always hilarious and , most of the time , absolutely right in her stinging social observations .","She      's         as    rude  and  profane   as  ever  ,   always  hilarious  and   ,    most   of   the  time  ,  absolutely  right   in   her   stinging   social  observations  .","she is as rude and profane as ever , always hilarious and , most of the time , absolutely right in her stinging social observations .","[0, 0, 0, -1, 0, -1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, -1, 0, 0, 0]",-1,-1,-1,0,-1,0,-2
3140,Positive,1,1,"to those who have not read the book , the film is a much better mother-daughter tale than last summer is ` divine secrets of the ya-ya sisterhood ,  but that is not saying much ."," To   those   who    have  not   read   the  book   ,    the  film     is   a    much  better   mother-daughter  tale       than    last  summer    's  `    Divine  Secrets   of   the   Ya-Ya  Sisterhood  , '  but that   's  not   saying  much  .","to those who have not read the book , the film is a much better mother-daughter tale than last summer is ` divine secrets of the ya-ya sisterhood ,  but that is not saying much .","[0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 8, 0, 0, 11, 0, 0, 0]",-1,-1,0,1,0,0,0
3141,Positive,1,1,"even before it builds up to its insanely staged ballroom scene , in which 3000 actors appear in full regalia , it is waltzed itself into the art film pantheon ."," Even   before   it    builds  up   to     its   insanely   staged   ballroom  scene  ,    in  which    3000  actors   appear   in   full  regalia   ,   it    's    waltzed  itself   into   the   art   film  pantheon.","even before it builds up to its insanely staged ballroom scene , in which 3000 actors appear in full regalia , it is waltzed itself into the art film pantheon .","[0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-1,0,-1,0,-1,0,-2
3142,Positive,1,2,"a thoughtful , reverent portrait of what is essentially a subculture , with its own rules regarding love and family , governance and hierarchy .","  A    thoughtful   ,  reverent  portrait   of  what     is  essentially     a  subculture  ,   with    its   own  rules   regarding    love  and   family   ,    governance  and  hierarchy  .","a thoughtful , reverent portrait of what is essentially a subculture , with its own rules regarding love and family , governance and hierarchy .","[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1,0,1,0,1,0,1
3143,Positive,1,1,"it seems impossible that an epic four-hour indian musical about a cricket game slightly negative this good , but it is .","    It    seems  impossible   that     an    epic  four-hour   Indian  musical   about   a   cricket  game   could   be   this  good  ,  but   it  is  .","it seems impossible that an epic four-hour indian musical about a cricket game slightly negative this good , but it is .","[0, 0, -1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 1, 0, 8, 0, 0, 0]",-1,-1,0,1,0,0,0
3144,Positive,1,1,will certainly appeal to asian cult cinema fans and asiaphiles interested to see what all the fuss is about .,Will   certainly      appeal   to   Asian   cult   cinema  fans  and   Asiaphiles   interested   to   see   what    all   the  fuss   is  about  .,will certainly appeal to asian cult cinema fans and asiaphiles interested to see what all the fuss is about .,"[0, 1, 1, 0, 0, -1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, -1, 0, 0, 0]",-1,-1,1,0,-1,0,-2
3145,Positive,1,1,"touches smartly and wistfully on a number of themes , not least the notion that the marginal members of society . . . might benefit from a helping hand and a friendlykick in the pants .","  Touches    smartly  and  wistfully   on       a  number   of  themes  ,     not  least   the  notion   that    the   marginal  members   of  society  ...    might   benefit   from     a   helping  hand  and    a   friendlykick   in   the  pants  .","touches smartly and wistfully on a number of themes , not least the notion that the marginal members of society . . . might benefit from a helping hand and a friendlykick in the pants .","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",-1,-1,1,0,-1,0,-1
3146,Positive,1,2,a wildly entertaining scan of evans  career ., A   wildly  entertaining    scan   of    Evans  '  career  .,a wildly entertaining scan of evans  career .,"[0, -1, 1, 0, 0, 0, 0, 0]",-1,-1,-1,0,-1,0,-1
3147,Positive,1,1,"a mature , deeply felt fantasy of a director is travel through 300 years of russian history ."," A  mature   ,   deeply     felt   fantasy   of    a   director  's  travel   through    300  years   of   Russian  history  .","a mature , deeply felt fantasy of a director is travel through 300 years of russian history .","[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,1,0,1,0,2
3148,Neutral,0,0,"boldly engineering a collision between tawdry b-movie flamboyance and grandiose spiritual anomie , rose is film , true to its source material , provides a tenacious demonstrationof death as the great equalizer ."," Boldly   engineering    a  collision   between     tawdry   B-movie  flamboyance  and   grandiose   spiritual  anomie   ,        Rose  's  film  ,   true   to   its   source  material  ,     provides    a   tenacious  demonstrationof death   as   the   great  equalizer  .","boldly engineering a collision between tawdry b-movie flamboyance and grandiose spiritual anomie , rose is film , true to its source material , provides a tenacious demonstrationof death as the great equalizer .","[1, 0, 0, -1, 0, -1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1, 0, 0, 1, 0, 0]",-1,-1,1,0,-1,0,-2
3149,Positive,1,2,"a finely tuned mood piece , a model of menacing atmosphere ."," A    finely  tuned  mood     piece  ,    a  model   of   menacing  atmosphere  .","a finely tuned mood piece , a model of menacing atmosphere .","[0, 1, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0]",-1,-1,-1,0,-1,0,-1
3150,Positive,1,1,"the salton sea has moments of inspired humour , though every scrap is of the darkest variety ."," The   Salton  Sea      has   moments   of   inspired  humour  ,   though    every  scrap   is   of   the   darkest  variety  .","the salton sea has moments of inspired humour , though every scrap is of the darkest variety .","[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, -1, 0, 0, 0, 0, 1, 0]",-1,-1,1,0,-1,0,-1
3151,Positive,1,2,both a beautifully made nature film and a tribute to a woman whose passion for this region and its inhabitants still shines in her quiet blue eyes ., Both   a  beautifully     made     nature  film  and   a  tribute   to    a  woman     whose  passion   for     this  region  and   its  inhabitants   still   shines   in   her   quiet   blue  eyes  .,both a beautifully made nature film and a tribute to a woman whose passion for this region and its inhabitants still shines in her quiet blue eyes .,"[0, 0, 1, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, -1, 0, 0]",-1,-1,1,1,1,0,2
3152,Positive,1,1,"although shot with little style , skins is heartfelt and achingly real ."," Although   shot   with   little  style   ,   Skins    is    heartfelt  and   achingly  real  .","although shot with little style , skins is heartfelt and achingly real .","[-8, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-1,0,0,1,0,0,0
3153,Positive,1,1,harks back to a time when movies had more to do with imagination than market research .,Harks     back   to   a  time   when   movies    had  more   to    do   with  imagination   than   market  research  .,harks back to a time when movies had more to do with imagination than market research .,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,0,0,0,0
3154,Positive,1,1,"upsetting and thought-provoking , the film has an odd purity that does not bring you into the characters so much as it has you study them .","  Upsetting  and  thought-provoking   ,    the  film    has    an   odd  purity   that    does  n't     bring  you   into   the  characters    so  much   as   it   has   you   study  them  .","upsetting and thought-provoking , the film has an odd purity that does not bring you into the characters so much as it has you study them .","[-1, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-1,0,-1,0,-1,0,-2
3155,Neutral,0,0,a very pretty after-school special .,  A    very  pretty  after-school  special  .,a very pretty after-school special .,"[0, 0, 1, 0, 1, 0]",1,0,1,0,1,0,2
3156,Positive,1,1,"it is an effort to watch this movie , but it eventually pays off and is effective if you stick with it .","    It   's   an   effort   to   watch   this  movie  ,  but   it   eventually     pays  off  and   is   effective   if   you   stick   with  it  .","it is an effort to watch this movie , but it eventually pays off and is effective if you stick with it .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1,0,1,1,1,0,1
3157,Positive,1,1,a harrowing account of a psychological breakdown .,  A   harrowing  account   of   a   psychological  breakdown  .,a harrowing account of a psychological breakdown .,"[0, 0, 0, 0, 0, 0, -1, 0]",-1,0,-1,0,-1,0,-1
3158,Positive,1,1,"continually challenges perceptions of guilt and innocence , of good guys and bad , and asks us whether a noble end can justify evil means .","Continually       challenges     perceptions   of    guilt  and  innocence  ,   of     good  guys  and  bad  ,  and    asks  us   whether    a   noble  end   can   justify   evil  means  .","continually challenges perceptions of guilt and innocence , of good guys and bad , and asks us whether a noble end can justify evil means .","[0, 0, 0, 0, -1, 0, 1, 0, 0, 1, 0, 0, -1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, -1, 0, 0]",-1,-1,-1,0,-1,0,-1
3159,Positive,1,1,it certainly wo not win any awards in the plot department but it sets out with no pretensions and delivers big time .,   It   certainly    wo  n't    win   any  awards   in   the   plot  department  but   it      sets  out   with   no  pretensions  and   delivers   big  time  .,it certainly wo not win any awards in the plot department but it sets out with no pretensions and delivers big time .,"[0, 1, 0, 11, 1, 0, 1, 0, 0, -1, 0, 8, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0]",-1,-1,0,1,0,0,0
3160,Positive,1,1,"dog soldiers does not transcend genre -- it embraces it , energizes it and takes big bloody chomps out of it .","    Dog  Soldiers    does  n't   transcend  genre  --   it       embraces  it  ,   energizes  it  and     takes   big   bloody  chomps  out   of  it  .","dog soldiers does not transcend genre -- it embraces it , energizes it and takes big bloody chomps out of it .","[0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0]",-1,-1,-1,0,-1,0,-2
3161,Neutral,0,0,"at once emotional and richly analytical , the cosby-seinfeld encounter alone confirms the serious weight behind this superficially loose , larky documentary ."," At      once  emotional  and  richly  analytical   ,    the   Cosby-Seinfeld  encounter   alone    confirms    the   serious  weight   behind   this    superficially  loose   ,   larky  documentary  .","at once emotional and richly analytical , the cosby-seinfeld encounter alone confirms the serious weight behind this superficially loose , larky documentary .","[0, 0, -1, 0, 1, 0, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, 0, -1, -1, 0, 0, 0, 0]",-1,-1,-1,0,-1,0,-1
3162,Positive,1,1,"it may scream low budget , but this charmer has a spirit that can not be denied .","    It   may   scream   low  budget  ,  but    this  charmer   has    a  spirit   that    can  not   be  denied  .","it may scream low budget , but this charmer has a spirit that can not be denied .","[0, 0, -1, 0, 0, 0, 8, 0, 1, 0, 0, (1, -7), 0, 0, 11, 0, -1, 0]",-1,-1,1,1,1,0,1
3163,Positive,1,1,` alice is adventure through the looking glass and into zombie-land  is filled with strange and wonderful creatures .,`      Alice  's  adventure     through   the   looking  glass  and   into   zombie-land  '    is   filled   with   strange   and   wonderful  creatures  .,` alice is adventure through the looking glass and into zombie-land  is filled with strange and wonderful creatures .,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 1, 0, 0]",-1,-1,1,0,-1,0,-2
3164,Negative,-1,-2,"without -lrb- de niro -rrb- , city by the sea would slip under the waves ."," Without   -LRB-    De  Niro  -RRB-   ,   City    By   The  Sea    would   slip   under   the  waves  .","without -lrb- de niro -rrb- , city by the sea would slip under the waves .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,0,0,0,0
3165,Positive,1,1,"he drags it back , single-handed .","   He    drags  it  back  ,  single-handed  .","he drags it back , single-handed .","[0, -1, 0, 0, 0, 0, 0]",-1,0,-1,0,-1,0,-1
3166,Positive,1,2,"a good music documentary , probably one of the best since the last waltz .","   A   good   music  documentary  ,    probably  one   of    the  best   since   The   Last  Waltz  .","a good music documentary , probably one of the best since the last waltz .","[0, 1, 0, 0, 0, 0, 0, 0, 0, (1, -7), 0, 0, 0, 0, 0]",1,0,1,0,1,0,2
3167,Positive,1,1,"if the plot seems a bit on the skinny side , that is because panic room is interested in nothing more than sucking you in . . . and making you sweat ."," If    the  plot   seems    a  bit   on   the   skinny  side   ,   that    's   because    Panic  Room     is  interested   in  nothing   more   than       sucking  you  in  ...  and   making   you  sweat .","if the plot seems a bit on the skinny side , that is because panic room is interested in nothing more than sucking you in . . . and making you sweat .","[0, 0, -1, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, -1, 0, 0, 1, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-1,-1,-1,0,-1,0,-1
3168,Positive,1,1," . . . -lrb- the film -rrb- works , due mostly to the tongue-in-cheek attitude of the screenplay .","...      -LRB-    the  film   -RRB-  works  ,   due   mostly   to    the   tongue-in-cheek  attitude   of   the  screenplay  ."," . . . -lrb- the film -rrb- works , due mostly to the tongue-in-cheek attitude of the screenplay .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,0,0,0,0
3169,Positive,1,1,"the film becomes an overwhelming pleasure , and you find yourself rooting for gai is character to avoid the fate that has befallen every other carmen before her .","     The  film   becomes   an   overwhelming  pleasure  ,  and   you   find   yourself   rooting   for    Gai  's   character   to   avoid    the  fate   that   has    befallen   every   other  Carmen   before  her .","the film becomes an overwhelming pleasure , and you find yourself rooting for gai is character to avoid the fate that has befallen every other carmen before her .","[0, 0, 0, 0, (-1, -7), 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-1,-1,-1,0,-1,0,-1
3170,Positive,1,1,broomfield has a rather unique approach to documentary .,Broomfield    has    a    rather  unique  approach   to  documentary  .,broomfield has a rather unique approach to documentary .,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,0,0,0,0
3171,Negative,-1,-2,he thinks the film is just as much a document about him as it is about the subject .,He    thinks    the  film     is   just   as  much    a  document   about  him   as   it   is   about   the  subject  .,he thinks the film is just as much a document about him as it is about the subject .,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,0,0,0,0
3172,Neutral,0,0,"at its best when the guarded , resentful betty and the manipulative yet needy margot are front and center ."," At    its  best   when   the  guarded   ,      resentful  Betty  and   the     manipulative  yet  needy  Margot    are    front  and  center  .","at its best when the guarded , resentful betty and the manipulative yet needy margot are front and center .","[0, 0, (1, -7), 0, 0, 0, 0, -1, 0, 0, 0, -1, 8, -1, 0, 0, 0, 0, 0, 0]",-1,0,-1,1,-1,0,-2
3173,Neutral,0,0,gloriously straight from the vagina ., Gloriously   straight   from   the  vagina  .,gloriously straight from the vagina .,"[1, 0, 0, 0, 0, 0]",1,0,1,0,1,0,1
3174,Positive,1,1,"it is excessively quirky and a little underconfident in its delivery , but otherwise this is the best ` old neighborhood  project since christopher walken kinda romanced cyndilauper in the opportunists .","    It    's     excessively  quirky  and    a  little  underconfident   in   its  delivery  ,  but   otherwise   this    is    the   best   `   old  neighborhood   '  project   since    Christopher   Walken  kinda   romanced    CyndiLauper   in   The  Opportunists  .","it is excessively quirky and a little underconfident in its delivery , but otherwise this is the best ` old neighborhood  project since christopher walken kinda romanced cyndilauper in the opportunists .","[0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, (1, -7), 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",-1,-1,1,1,1,0,2
3175,Positive,1,1,the film oozes craft ., The  film    oozes  craft  .,the film oozes craft .,"[0, 0, 0, 0, 0]",0,0,0,0,0,0,0
3176,Positive,1,2,robinson is web of suspense matches the page-turning frenzy that clancy creates .,   Robinson  's  web   of  suspense     matches   the   page-turning  frenzy   that   Clancy  creates  .,robinson is web of suspense matches the page-turning frenzy that clancy creates .,"[0, 0, 0, 0, -1, 0, 0, 0, -1, 0, 0, 0, 0]",-1,0,-1,0,-1,0,-1
3177,Positive,1,2,manages to be both hugely entertaining and uplifting .,Manages    to   be   both     hugely  entertaining  and  uplifting  .,manages to be both hugely entertaining and uplifting .,"[0, 0, 0, 0, 0, 1, 0, 1, 0]",1,0,1,0,1,0,1
3178,Positive,1,2,a classic fairy tale that perfectly captures the wonders and worries of childhood in a way that few movies have ever approached .,   A   classic   fairy  tale   that   perfectly   captures    the    wonders  and  worries   of  childhood   in    a  way   that    few  movies    have  ever  approached  .,a classic fairy tale that perfectly captures the wonders and worries of childhood in a way that few movies have ever approached .,"[0, 1, 0, 0, 0, 1, 0, 0, 1, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-1,-1,1,0,-1,0,-2
3179,Neutral,0,0,it is the unsettling images of a war-ravaged land that prove more potent and riveting than the unlikely story of sarah and harrison .,It    's    the   unsettling  images   of    a   war-ravaged  land   that    prove   more    potent  and  riveting   than    the   unlikely  story   of    Sarah  and  Harrison  .,it is the unsettling images of a war-ravaged land that prove more potent and riveting than the unlikely story of sarah and harrison .,"[0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0]",-1,0,-1,0,-1,0,-2
3180,Positive,1,1,a wonderfully warm human drama that remains vividly in memory long after viewing,  a    wonderfully  warm   human  drama   that     remains  vividly   in  memory  long   after  viewing,a wonderfully warm human drama that remains vividly in memory long after viewing,"[0, 1, 1, 0, 1, 0, 0, 1, 0, 0, -1, 0, 0]",-1,-1,1,0,-1,0,-2
3181,Neutral,0,0,"jaunty fun , with its celeb-strewn backdrop well used .","Jaunty   fun   ,    with    its   celeb-strewn  backdrop   well  used  .","jaunty fun , with its celeb-strewn backdrop well used .","[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]",1,0,1,0,1,0,1
3182,Neutral,0,0,"recoing is fantastic performance does not exactly reveal what makes vincent tick , but perhaps any definitive explanation for it slightly negative felt like a cheat .","  Recoing  's   fantastic  performance      does  n't  exactly   reveal   what   makes       Vincent  tick  ,  but  perhaps    any   definitive  explanation   for   it   would   have   felt   like   a  cheat  .","recoing is fantastic performance does not exactly reveal what makes vincent tick , but perhaps any definitive explanation for it slightly negative felt like a cheat .","[0, 0, 1, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, -1, 0, 1, 0, -1, 0]",-1,-1,-1,1,-1,0,-2
3183,Positive,1,1,"washington overcomes the script is flaws and envelops the audience in his character is anguish , anger and frustration .","Washington      overcomes    the   script  's  flaws  and   envelops    the  audience   in    his   character  's   anguish   ,    anger  and  frustration  .","washington overcomes the script is flaws and envelops the audience in his character is anguish , anger and frustration .","[0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, (-1, -7), 0, (-1, -7), 0, (-1, -7), 0]",-1,0,-1,0,-1,0,-1
3184,Positive,1,1,"the film fearlessly gets under the skin of the people involved . . . this makes it not only a detailed historical document , but an engaging and moving portrait ofasubculture .","    The  film   fearlessly   gets   under    the  skin   of    the  people  involved  ...   This    makes  it    not  only      a   detailed   historical  document  ,  but    an   engaging   and   moving  portrait  ofasubculture  .","the film fearlessly gets under the skin of the people involved . . . this makes it not only a detailed historical document , but an engaging and moving portrait ofasubculture .","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 8, 0, 1, 0, 0, 0, 0, 0]",-1,-1,1,1,1,0,1
3185,Positive,1,1,"a searing , epic treatment of a nationwide blight that seems to be , horrifyingly , ever on the rise .","    A  searing  ,     epic  treatment   of   a   nationwide  blight   that   seems   to  be  ,      horrifyingly  ,  ever   on   the  rise  .","a searing , epic treatment of a nationwide blight that seems to be , horrifyingly , ever on the rise .","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,1,0,1,0,2
3186,Positive,1,1,"not a film for the faint of heart or conservative of spirit , but for the rest of us -- especially san francisco lovers -- it is a spirited film anda must-see .","    Not   a  film   for   the     faint   of     heart  or  conservative   of  spirit    ,  but   for    the  rest   of     us  --  especially   San  Francisco  lovers  --   it   's     a   spirited  film anda  must-see  .","not a film for the faint of heart or conservative of spirit , but for the rest of us -- especially san francisco lovers -- it is a spirited film anda must-see .","[11, 0, 0, 0, 0, -1, 0, 0, 0, -1, 0, (1, -7), 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, (1, -7), 0, 0, 0, 0]",-1,-1,1,1,1,0,2
3187,Positive,1,2,read my lips is to be viewed and treasured for its extraordinary intelligence and originality and its lyrical variations on the game of love ., Read   My  Lips    is   to     be     viewed  and  treasured   for   its   extraordinary    intelligence  and  originality   as   well  as    its   lyrical  variations   on    the  game   of  love  .,read my lips is to be viewed and treasured for its extraordinary intelligence and originality and its lyrical variations on the game of love .,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0]",1,0,1,0,1,0,2
3188,Positive,1,1,"the color sense of stuart little 2 is its most immediate and most obvious pleasure , but it would count for very little if the movie were not as beautifully shaped and as delicately calibrated in tone as it is .","      The   color  sense   of   Stuart   Little  2   is   its      most  immediate  and   most  obvious  pleasure  ,  but   it   would    count   for   very  little   if    the  movie     were  n't     as  beautifully shaped and   as   delicately   calibrated   in  tone   as   it  is  .","the color sense of stuart little 2 is its most immediate and most obvious pleasure , but it would count for very little if the movie were not as beautifully shaped and as delicately calibrated in tone as it is .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-1,-1,-1,1,-1,0,-1
3189,Neutral,0,0,"while -lrb- roman coppola -rrb- scores points for style , he staggers in terms of story .","  while   -LRB-    Roman  Coppola  -RRB-   scores   points   for  style   ,   he    staggers   in   terms   of  story  .","while -lrb- roman coppola -rrb- scores points for style , he staggers in terms of story .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,0,0,0,0
3190,Positive,1,1,any movie that makes hard work seem heroic deserves a look .,  Any  movie   that   makes   hard  work    seem   heroic   deserves   a  look  .,any movie that makes hard work seem heroic deserves a look .,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1,0,1,0,1,0,1
3191,Positive,1,1,"it may not be a huge cut of above the rest , but i enjoyed barbershop .","    It    may  not   be    a   huge  cut   of   above   the  rest  ,  but   I   enjoyed  Barbershop  .","it may not be a huge cut of above the rest , but i enjoyed barbershop .","[0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 1, 0, 0]",-1,-1,1,1,1,0,2
3192,Positive,1,2,it is a funny little movie with clever dialogue and likeable characters .,It    's    a   funny   little  movie   with   clever   dialogue   and   likeable  characters  .,it is a funny little movie with clever dialogue and likeable characters .,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]",1,0,1,0,1,0,1
3193,Positive,1,1,"a different and emotionally reserved type of survival story -- a film less about refracting all of world war ii through the specific conditions of one man , andmore about that man lost in its midst .","   A     different  and   emotionally  reserved  type   of   survival  story   --     a  film  less    about    refracting   all   of   World   War  II   through    the   specific  conditions   of   one  man   ,   andmore  about   that  man    lost   in   its  midst  .","a different and emotionally reserved type of survival story -- a film less about refracting all of world war ii through the specific conditions of one man , andmore about that man lost in its midst .","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0]",-1,-1,-1,0,-1,0,-1
3194,Positive,1,2,"it is sweet , funny , charming , and completely delightful .","It    's         sweet  ,  funny  ,  charming  ,  and   completely  delightful  .","it is sweet , funny , charming , and completely delightful .","[0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0]",1,0,1,0,1,0,2
3195,Neutral,0,0,a perfectly competent and often imaginative film that lacks what little lilo stitch had in spades -- charisma .,  A      perfectly  competent  and   often  imaginative  film   that   lacks   what   little     Lilo  &  Stitch   had  in     spades  --  charisma  .,a perfectly competent and often imaginative film that lacks what little lilo stitch had in spades -- charisma .,"[0, 1, 1, 0, 0, 1, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",-1,-1,1,0,-1,0,-2
3196,Positive,1,2,"beautifully shot against the frozen winter landscapes of grenoble and geneva , the film unfolds with all the mounting tension of an expert thriller , until the tragedybeneathit all gradually reveals itself ."," Beautifully   shot   against    the   frozen   winter  landscapes   of    Grenoble  and  Geneva   ,    the  film      unfolds   with    all   the   mounting  tension   of   an   expert  thriller  ,   until     the  tragedybeneathit    all  gradually   reveals  itself  .","beautifully shot against the frozen winter landscapes of grenoble and geneva , the film unfolds with all the mounting tension of an expert thriller , until the tragedybeneathit all gradually reveals itself .","[1, -1, (-1, -7), 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",-1,-1,-1,0,-1,0,-2
