Word,Sentiment,Sentiment Num
littlegrowthopportunity,negative,-1
notasmuchroomforgrowth,negative,-1
suckingup,negative,-1
winwinwin,positive,1
youngcolleagues,positive,1
dreamofthedaywhenpapisnotthegovernment,negative,-1
lose-more,negative,-1
proveitsreal,negative,-1
wayang-party,negative,-1
doesn'ttakeasmartperson,negative,-1
littleguidance,negative,-1
notasnimble,negative,-1
sucksbigtime,negative,-1
withoutanyentourage,positive,1
0-contributions,negative,-1
dream-on,negative,-1
loseyourpants,negative,-1
proveusfirst,negative,-1
weak-controls,negative,-1
dontdeliver,negative,-1
littlehelp,negative,-1
notasprestigious,negative,-1
suckslife,negative,-1
wont-work,positive,1
100-slides,negative,-1
dressupcorrectly,negative,-1
losing-face,negative,-1
provideuszero,negative,-1
weakenthecontrols,negative,-1
don'tactuallycontribute,negative,-1
littleincentive,negative,-1
notbalanced,negative,-1
superstressed,negative,-1
astepup,positive,1
youaremywholeworld,positive,1
1nightstand,negative,-1
drinking-shitwater,negative,-1
lost36millions,negative,-1
pulloutlookstupid,negative,-1
wearuntillikethat,negative,-1
don'talwaysgetideal,negative,-1
littlepay,negative,-1
notbalanced.,negative,-1
takemuchlongerthanexptected,negative,-1
a-team,positive,1
yummy-chocolate,positive,1
1to1,negative,-1
dubious-integrity,negative,-1
lost-all,negative,-1
push-myself,negative,-1
webecomelabourers,negative,-1
don'tappreciateloyalty,negative,-1
littlerespect,negative,-1
notbasedoncontribution,negative,-1
takeuptoseveralhours,negative,-1
aaa-rating,positive,1
compensatedbetter,positive,1
2015-version,negative,-1
dueforchange,negative,-1
losthalfofthebattle,negative,-1
raisefromtaxpayermoney,negative,-1
wedontwantyou,negative,-1
don'tbackthemup,negative,-1
littlereward,negative,-1
notbasedonindividual,negative,-1
talkbehindeachothersbacks,negative,-1
absolutely-awesome,positive,1
alotoftraining,positive,1
2millionbonus,negative,-1
dunhavetofight,negative,-1
lotofpolitical ,negative,-1
raisingthecost,negative,-1
we-want,negative,-1
dontbesurprised,negative,-1
littleskewed,negative,-1
notbeabletoswitch,negative,-1
tendtoleave,negative,-1
accept-defeat,positive,1
lotsoftraining,positive,1
3rdclassefficiency,negative,-1
dun-listen,negative,-1
lovetobrag,negative,-1
ratherhvanewteam,negative,-1
whatajoke,negative,-1
dont_care,negative,-1
littletime,negative,-1
notbehelpful,negative,-1
tendtosellassessmentproject,negative,-1
allebest,positive,1
careaboutyou,positive,1
about-zouk,negative,-1
dunnohottomanage,negative,-1
low-bonus,negative,-1
rat-sperm,negative,-1
whataretard,negative,-1
don'texactlyreflect,negative,-1
littletimeforanything,negative,-1
notbelocal,negative,-1
throwsomeoneunder,negative,-1
alloursupport,positive,1
highlyrewarded,positive,1
act-blur,negative,-1
dunnohowtomanage,negative,-1
low-class,negative,-1
real-bimbo,negative,-1
what-do,negative,-1
dont_expecttoenjoy,negative,-1
littletimeoff,negative,-1
notbenecessarily,negative,-1
throwyouunder,negative,-1
allthebest,positive,1
hugecompany,positive,1
actfierceonly,negative,-1
dunsoundconfident,negative,-1
lowerlevelofbonus,negative,-1
real-joker,negative,-1
whatdoesheknow,negative,-1
don'tfeelappreciated,negative,-1
littleupwardfeedback,negative,-1
notbeingopentochange,negative,-1
thrownout,negative,-1
alltheverybest,positive,1
immenseresources,positive,1
action-plse,negative,-1
dun-understd,negative,-1
low-iq,negative,-1
really-sad*,negative,-1
whatdoyouthink,negative,-1
don'tfitin,negative,-1
liveoutofasuitcase,negative,-1
notbeingpaidorrecognized,negative,-1
timecommitment,negative,-1
alltheway,positive,1
learnalot,positive,1
addontotaxpayer,negative,-1
dwelloverthepastsuccess,negative,-1
low-paid,negative,-1
reallytakeatry,negative,-1
what-for,negative,-1
don'tgetanytimeoff,negative,-1
livingoutofasuitcase,negative,-1
notbeingthatmuch,negative,-1
timecommitmentissubstantial,negative,-1
always-try,positive,1
lotofgrowth,positive,1
administrativeredtape,negative,-1
dwelloverthepsatsuccess,negative,-1
lowpay,negative,-1
recruit-ft,negative,-1
whathavetheydone,negative,-1
don'tgetfairlycompensated,negative,-1
loadsofwork,negative,-1
notbillable,negative,-1
timeconsuming,negative,-1
anythingpapsaystheywilldo,positive,1
lotofrecruitersattention,positive,1
affect-her,negative,-1
easier-said,negative,-1
lowpay ,negative,-1
reduceyouropportunities,negative,-1
whatintheworldisgoingon,negative,-1
don'tgettheraise,negative,-1
longcommutes,negative,-1
notcareaboutpeople,negative,-1
timesaretough,negative,-1
at-least,positive,1
newchallenge,positive,1
affecting-her,negative,-1
easytogetlost,negative,-1
low-standard,negative,-1
reflectuponourselves,negative,-1
whatisthedifference,negative,-1
don'thavemuchofafuture,negative,-1
longinterviewprocess,negative,-1
notchallenging,negative,-1
timingdeadline,negative,-1
beourvoice,positive,1
peopleoriented,positive,1
affecting-herself,negative,-1
easytosay,negative,-1
makehimretire,negative,-1
refusetoadmitdeficiencies,negative,-1
whatisthis,negative,-1
don'thavework/lifebalance,negative,-1
longtimetobeimplemented,negative,-1
notclientorsalesoriented,negative,-1
tonsoftravel,negative,-1
behind-you,positive,1
performancedrivenculture,positive,1
afteralltheseyears,negative,-1
eat-snake,negative,-1
makesabsolutelynosense,negative,-1
refusetoanswerquestioninparliament,negative,-1
whatisyourproblem,negative,-1
don'tknowhowtomanage,negative,-1
longwaytogo,negative,-1
notcommensurate,negative,-1
tonsofwork,negative,-1
bestofluck,positive,1
promotesequality,positive,1
againstthepeople,negative,-1
electionormspegeant,negative,-1
makethemresign,negative,-1
refusetofacereality,negative,-1
whatsheknows,negative,-1
don'tknowhowtonavigate,negative,-1
longworkinghours,negative,-1
notcomparable,negative,-1
tooauthentic,negative,-1
best-wishes,positive,1
unlimitedsickdays,positive,1
aggressiveenvironment,negative,-1
emperorsnewclothes,negative,-1
makeyoubelieve,negative,-1
remove-him,negative,-1
whatsthedifference,negative,-1
don'tknowwhattheyaretalking,negative,-1
longerpromotionschedule,negative,-1
notconsistent,negative,-1
tooconcernedwiththeirownimportance,negative,-1
better-future,positive,1
worklifebalance,positive,1
aim-saga,negative,-1
empty-promise,negative,-1
makinganuisance,negative,-1
reserve-depleted,negative,-1
whatsthepoint,negative,-1
dontlike,negative,-1
losealotofgood,negative,-1
notconsistently,negative,-1
tooconservative,negative,-1
better-mood,positive,1
advancecareer,positive,1
airy-talk,negative,-1
emptypromises,negative,-1
making-him,negative,-1
righthandpockettoleft,negative,-1
whatstheuse,negative,-1
dont_listen,negative,-1
losesit'smeritocracy,negative,-1
notcovered,negative,-1
tooexpensive,negative,-1
better-place,positive,1
advancefairlyquickly,positive,1
empty-vessel,negative,-1
risingtransport-costs,negative,-1
whats_theuse,negative,-1
dont_lookforposition,negative,-1
lostintheshuffle,negative,-1
notdefined,negative,-1
toohectic,negative,-1
better-suggestions,positive,1
advisoryopportunities,positive,1
alittletoosiloed,negative,-1
endacareer,negative,-1
megahighsalary,negative,-1
roll-eyes,negative,-1
whatwascontribution,negative,-1
dont_plan,negative,-1
lotofcontrol,negative,-1
notdevelopanyexpertise,negative,-1
toomanyhours,negative,-1
better-than,positive,1
amazingaccountant,positive,1
allaboutme,negative,-1
endless-debt,negative,-1
messed-up,negative,-1
rolls-eyes,negative,-1
wheregotenough,negative,-1
don'treallyfeellikeyou'reappreciated,negative,-1
lotofexecutive,negative,-1
notearned,negative,-1
toomuch,negative,-1
betterthannothing,positive,1
annualpromotions,positive,1
allaregreedy,negative,-1
everybodyknowsthat,negative,-1
mess-up,negative,-1
runbeautycontest,negative,-1
whereisyrbrain,negative,-1
don'tseemhappy,negative,-1
lotoffocuses,negative,-1
noteasy,negative,-1
toomuchadministrative,negative,-1
bigger-chance,positive,1
annualraises,positive,1
allihearisissue,negative,-1
everyoneistheretogainsomething,negative,-1
might-have,negative,-1
running-away,negative,-1
white-saliva,negative,-1
don'ttreatyouwell,negative,-1
lotoffriction,negative,-1
notefficient,negative,-1
toomuchasskissing,negative,-1
bother-to,positive,1
balancingwork,positive,1
allittle,negative,-1
everythingshouldbeeasytosolve,negative,-1
miles-ahead,negative,-1
runningindeficit,negative,-1
whoyouworkforthatdecidesyourraiseorbonus,negative,-1
doubletalk,negative,-1
lotofpolitics,negative,-1
notenoughappreciation,negative,-1
toomuchbureaucracy,negative,-1
brand-new,positive,1
benefitforcareer,positive,1
all-rubbish,negative,-1
extremely-annoy,negative,-1
milkthesystem,negative,-1
runningmisssingapore,negative,-1
why-bother,negative,-1
dullmoment,negative,-1
lotofrush,negative,-1
notenoughdiversity,negative,-1
toomuchemphasis,negative,-1
bringusvictory,positive,1
benefitsofworking,positive,1
allshootherliao,negative,-1
extremely-concerned,negative,-1
minimalsalar raise,negative,-1
sacrificial-lamb,negative,-1
whydoesshe,negative,-1
easilyfeellost,negative,-1
lotofsacrifices,negative,-1
notenoughfocus,negative,-1
toomuchtravel,negative,-1
bringyourhammer,positive,1
betteratflexibility,positive,1
alltalkandnoaction,negative,-1
extremely-disappointing,negative,-1
misleading-information,negative,-1
sad-day,negative,-1
whydoesshe,negative,-1
easytofeellost,negative,-1
lotofwork,negative,-1
notenoughinformation,negative,-1
toughhours,negative,-1
butarethey,positive,1
betterbonus,positive,1
alottodo,negative,-1
eyeingashare,negative,-1
missestheopportunity,negative,-1
safehisownarse,negative,-1
whydoyouevenbother,negative,-1
efficiencydoesn'tmatter,negative,-1
lottobedesired,negative,-1
notenoughmentoring,negative,-1
travelisexcess,negative,-1
can-assist,positive,1
bettercareerpath,positive,1
already-lost,negative,-1
eye-powering,negative,-1
missingthewoodsforthetree,negative,-1
same-wages,negative,-1
effortswithbad behavior,negative,-1
lotsofcontrol,negative,-1
notenoughmoney,negative,-1
travelisexcessive,negative,-1
can-contest,positive,1
betterincrement,positive,1
fail-us,negative,-1
monopolizingopportunities,negative,-1
savehisownarse,negative,-1
why-should,negative,-1
enduphavingnothing,negative,-1
lotsofexecutive,negative,-1
notenoughpay,negative,-1
travelisextensive,negative,-1
can-manage,positive,1
betterwithbonuses,positive,1
angkatbodeh,negative,-1
fake-degree,negative,-1
more-cleavage,negative,-1
save-it,negative,-1
why-use,negative,-1
everyonejustdoesmediocre,negative,-1
lotsoffocuses,negative,-1
notenoughpeople,negative,-1
travelsucks,negative,-1
can-vote,positive,1
bigcompany,positive,1
animal-farm,negative,-1
fall-apart,negative,-1
moreconcernedaboutherself,negative,-1
say-no,negative,-1
wihtoutusingyourbrain,negative,-1
exceedinglyhard,negative,-1
lotsoffriction,negative,-1
notenoughpracticalexperience,negative,-1
treatyoulikesecondclasscitizens,negative,-1
can-you,positive,1
bigfirm,positive,1
another-bimbo,negative,-1
fare-increase,negative,-1
more-convincing,negative,-1
say-only,negative,-1
willneverachieve,negative,-1
excessivetravelling,negative,-1
lotsofhealthissue,negative,-1
notenoughpressure,negative,-1
treatedas2ndclass,negative,-1
cannot-change,positive,1
bigfourcompany,positive,1
any-auntie,negative,-1
farfaraway,negative,-1
mrmoomoo,negative,-1
scape-goat,negative,-1
willnevertreatuslikethat,negative,-1
expecttoworkalot,negative,-1
lotsofhours,negative,-1
notenoughresources,negative,-1
treatedassecondclass,negative,-1
cant-fix,positive,1
bigfourfirm,positive,1
farfromexcessive,negative,-1
muchbetterthanher,negative,-1
school-boy,negative,-1
willnotsurvive,negative,-1
expectationishigh,negative,-1
lotsofmandatorynetworking,negative,-1
notenoughstaff,negative,-1
treatedlikeacog,negative,-1
cant-wait,positive,1
bigteam,positive,1
anyhow-spend,negative,-1
fatal-error,negative,-1
must-change,negative,-1
screwed-up,negative,-1
wishful-thoughts,negative,-1
expectationsarehigh,negative,-1
lotsofpolitics,negative,-1
notenoughtraining,negative,-1
treatedlikerobots,negative,-1
cheerfulandsincere,positive,1
biggerpicture,positive,1
arecons,negative,-1
fcuk-out,negative,-1
must-go,negative,-1
screwthingsup,negative,-1
wishy-washy,negative,-1
expectedtoworklate,negative,-1
lotsofprocess,negative,-1
noteveryoneisfairlytreated,negative,-1
treatinglikeslaves,negative,-1
chio-bu,positive,1
bonusincreases,positive,1
areustupid,negative,-1
fear-mongering,negative,-1
must-know,negative,-1
secondaryschoolstudent,negative,-1
withoutanygreatideas,negative,-1
extensivetrave,negative,-1
lotsofrush,negative,-1
noteveryone'sengaged,negative,-1
trivialtask,negative,-1
comeandcontest,positive,1
brandname,positive,1
articulation-problem,negative,-1
fear-tactic,negative,-1
must-stop,negative,-1
secondclasscitizens,negative,-1
withoutbeingcompensated,negative,-1
extensivetravel,negative,-1
lotsofsacrifices,negative,-1
notexception,negative,-1
turnouttobemuchless,negative,-1
come-take,positive,1
brandrecongintion,positive,1
as-if,negative,-1
fed-up,negative,-1
mychildrenwillnothaveagoodfuture,negative,-1
second-classemployees,negative,-1
without-calling,negative,-1
extremelybad,negative,-1
lotsofsmokeandmirrors,negative,-1
notfactored,negative,-1
turnover,negative,-1
cute-tho,positive,1
brightandexperienced,positive,1
askedforit,negative,-1
fedupwith,negative,-1
my-foot,negative,-1
without-competition,negative,-1
extremelymonotonous,negative,-1
lotsoftalking,negative,-1
notfastenough,negative,-1
turnsomepeopleoff,negative,-1
deserveachance,positive,1
brightpeople,positive,1
aslongasitnot,negative,-1
feellost,negative,-1
nabe-cb,negative,-1
seehowgoodyoureallyarh,negative,-1
without-confident,negative,-1
extremelypolitical,negative,-1
lotsofwork,negative,-1
notfindinganything,negative,-1
unabletomotivate,negative,-1
desrve-credit,positive,1
brightstaff,positive,1
aslongasitsnot,negative,-1
fewer-me,negative,-1
nah-jokes,negative,-1
seewhathappened,negative,-1
withoutusingyourbrain,negative,-1
extremelystressful,negative,-1
lowmorale,negative,-1
notforeveryone,negative,-1
unachievableexpectations,negative,-1
didmakeithappen,positive,1
careaboutpeople,positive,1
at-stake,negative,-1
fight-for,negative,-1
name-calling,negative,-1
self-interest,negative,-1
wontletyou,negative,-1
failtorecognizing,negative,-1
lowtolerancetouncertainty,negative,-1
notfreeenoughtodevelop,negative,-1
unclearpathways,negative,-1
didnotcry,positive,1
careeradvancement,positive,1
attractunclelah,negative,-1
fightforthemslevesnotsingapore,negative,-1
natural-aristocracy,negative,-1
sellingeyecandies,negative,-1
wont-understand,negative,-1
failedtorecognize,negative,-1
lowutilization,negative,-1
notfrequent,negative,-1
undermarket,negative,-1
donothate,positive,1
careeropportunities,positive,1
badchoiceleh,negative,-1
finally-appear,negative,-1
nearlyimpossibletowinback,negative,-1
sellsoul,negative,-1
workagainstyou,negative,-1
failstocapturesomeimportant,negative,-1
lowerjobsatisfaction,negative,-1
notfrequentenough,negative,-1
under -staffed,negative,-1
dont-bully,positive,1
careerpathisdirect,positive,1
bad-habit,negative,-1
financial-deficit,negative,-1
needanalternative,negative,-1
seriously-concerned,negative,-1
workingatasweatshop,negative,-1
fakeco-workers,negative,-1
lowerjobstability,negative,-1
notgainanyskills,negative,-1
underutilized,negative,-1
dontjusttarget,positive,1
careerprogression,positive,1
bad-luck,negative,-1
finding-fault,negative,-1
need-maturity,negative,-1
serveformoney,negative,-1
workinginpub,negative,-1
fakepolicies,negative,-1
lowerprofessionalrespect,negative,-1
notgetanopportunity,negative,-1
underperformers,negative,-1
dontvoteblindly,positive,1
caresaboutyou,positive,1
be-accountable,negative,-1
first-time,negative,-1
needstobe,negative,-1
shagfromlisteningtoherwords,negative,-1
workinginpuborclub,negative,-1
fallbehind,negative,-1
makesacrifices,negative,-1
notgettinganyskills/knowledge,negative,-1
undervalued,negative,-1
dont-worry,positive,1
challengingandfulfilling,positive,1
bearinmind,negative,-1
fixtheopposition,negative,-1
needstobecompetitive,negative,-1
shake-head,negative,-1
work-less,negative,-1
fallthroughthecracks,negative,-1
manysacrifices,negative,-1
notgivenalotofguidance,negative,-1
unethicalbehavior,negative,-1
doublesyourchances,positive,1
challengingproject,positive,1
beataboutthebush,negative,-1
flyinghighrate,negative,-1
needstobemorecompetitive,negative,-1
shameonyou,negative,-1
worklifebalancedoesnotexist,negative,-1
fallsquickly,negative,-1
masslayoffs,negative,-1
notgoingtomeetrequirements,negative,-1
unfulfillingwork,negative,-1
downsizethehighly,positive,1
challengingprojects,positive,1
beauty-contestant,negative,-1
follow-blindly,negative,-1
needstochange,negative,-1
sharpenedjapanesesword,negative,-1
worklifebalanceispoor,negative,-1
farfromperfect,negative,-1
massivestrain,negative,-1
notgoodcompensation,negative,-1
unhealthylifestyles,negative,-1
economy-growth,positive,1
challengingwork,positive,1
beauty-pageant,negative,-1
followoppocandidatesbacksides,negative,-1
needstoget,negative,-1
she-couldnt,negative,-1
worklifebalancenoexist,negative,-1
favoratismseemsprettycommon,negative,-1
massivewheel,negative,-1
nothaveany,negative,-1
unofficialhierarchy,negative,-1
enjoy-it,positive,1
challengingwork,positive,1
becomeherpersonalissue,negative,-1
forcedcurve,negative,-1
needstogivebetter,negative,-1
she-elected,negative,-1
worklifebalancenotexist,negative,-1
feelbitlikezoo,negative,-1
matchislaughable,negative,-1
nothavemuchtime,negative,-1
unpredictableschedule,negative,-1
everysinglecents,positive,1
clientexposure,positive,1
becomingbeautypageant,negative,-1
forgetthepurpose,negative,-1
needstoimprove,negative,-1
sheexperiencingit,negative,-1
workloadisveryhigh,negative,-1
feellikeacog,negative,-1
maynotreceiveaproject,negative,-1
nothiring,negative,-1
unrealexpectations,negative,-1
experiencegrowswithage,positive,1
companybig,positive,1
belowthebelt,negative,-1
forjikopeh,negative,-1
neverbeensowrong,negative,-1
shewasn-tprepared,negative,-1
workloadisveryhigh,negative,-1
feellikearatherconservative,negative,-1
meagerresult,negative,-1
notidealforparents,negative,-1
unrealisticbudgets,negative,-1
feel-free,positive,1
companypromotes,positive,1
be-presentable,negative,-1
for-show,negative,-1
never-change,negative,-1
shifting-goalposts,negative,-1
workloadisveryhigh,negative,-1
feellikeaslave,negative,-1
meanfellows,negative,-1
notinaclique,negative,-1
unrealisticexpectaions,negative,-1
feels-good,positive,1
competitiveenvironment,positive,1
best-actor,negative,-1
forthepublic,negative,-1
never-lasted,negative,-1
shootinghismouth,negative,-1
work-overtime,negative,-1
feellikeexpendablewidgets,negative,-1
meanworkingmachine,negative,-1
notinline,negative,-1
unrealisticexpectations,negative,-1
finally-home,positive,1
coolprojects,positive,1
better-rethink,negative,-1
found-out,negative,-1
never-make,negative,-1
shouldaskthem,negative,-1
worse-reputation,negative,-1
feelsortofpressured,negative,-1
mercyoftheclient,negative,-1
notinplace,negative,-1
unshapedfirm,negative,-1
firm-grip,positive,1
corporatestructure,positive,1
beyondareasonable,negative,-1
free-advertisement,negative,-1
nevermindthepeople,negative,-1
shouldbechided,negative,-1
would-expect,negative,-1
feelsabitnotpersonable,negative,-1
meritraisesaresmall,negative,-1
notincreased,negative,-1
unstructuredschedule,negative,-1
fixed-all,positive,1
createsopportunities,positive,1
bigfatpay,negative,-1
frequent-breakdown,negative,-1
never-over,negative,-1
shouldget,negative,-1
wouldntvoteforpartyhopper,negative,-1
feelslikeajailsentence,negative,-1
messagingdoesn'tmatchupwithreality,negative,-1
notin-tune,negative,-1
unwantedexpense,negative,-1
for-sights,positive,1
dedicatedpeople,positive,1
big-hole,negative,-1
fuck-tard,negative,-1
neverquitereocvered,negative,-1
should-go,negative,-1
would-rather,negative,-1
feelslikeasweatshop,negative,-1
minimalbonuses,negative,-1
notjustify,negative,-1
uporoutculture,negative,-1
for-singapore,positive,1
developspeople,positive,1
big-mouth,negative,-1
fulloflies,negative,-1
never-see,negative,-1
should-let,negative,-1
wrongbecomeright,negative,-1
feltlikeanoutsiderinaclub,negative,-1
minimalflexibility,negative,-1
notkeepingpace,negative,-1
usuallyanissue,negative,-1
freakin-killer,positive,1
diverseoftalent,positive,1
big-talks,negative,-1
fulloflies;,negative,-1
never-support,negative,-1
should-migrate,negative,-1
wrong-campaign,negative,-1
fewermilestoneawards,negative,-1
minimalpromotionalopportunities,negative,-1
notlearnedin-depth,negative,-1
valuedless,negative,-1
full-support,positive,1
driveandambition,positive,1
bimbo-much,negative,-1
funny-persons,negative,-1
next-please,negative,-1
should-not,negative,-1
wrong-party,negative,-1
fightforseat,negative,-1
minimalworklifebalance,negative,-1
notmanifesting,negative,-1
verydemanding,negative,-1
gain-experience,positive,1
dynamicenvironment,positive,1
blame-other,negative,-1
gana-jiak,negative,-1
nicoleismuchmuchbetter,negative,-1
showmorecleavage,negative,-1
wrong-role,negative,-1
fireemployees,negative,-1
misfit,negative,-1
notmeetinternationalpractice,negative,-1
verygossipy,negative,-1
gd-luck,positive,1
easyjob,positive,1
bloody-gutless,negative,-1
generic-issue,negative,-1
nicoleseahismuchbetter,negative,-1
shownomercy,negative,-1
wujiandao,negative,-1
firingsdooccur,negative,-1
misleadingmanagement,negative,-1
notmuchadvancement,negative,-1
veryhard,negative,-1
economywasstrong,positive,1
blur-king,negative,-1
getleftout,negative,-1
no-accountability,negative,-1
showthemsomecolor,negative,-1
xiaosibo,negative,-1
flexibilityispreached,negative,-1
moretimeconsuming,negative,-1
notmuchatthemoment,negative,-1
verylittle,negative,-1
giveherachance,positive,1
empowersteam,positive,1
bondtoloose,negative,-1
getlost,negative,-1
noactiontalkonly,negative,-1
shut-down,negative,-1
yaya-papaya,negative,-1
fluctuationinwork,negative,-1
mosttalentedpeopletendtoleave,negative,-1
notmuchelse,negative,-1
veryrandom,negative,-1
givenachance,positive,1
encouragelifestyles,positive,1
bonusessmall,negative,-1
getoffbalance,negative,-1
no-backbone,negative,-1
shuthismouth,negative,-1
yes-man,negative,-1
flyingoutofthewindows,negative,-1
muchofworkload,negative,-1
notmuchgrowth,negative,-1
wanttoleave,negative,-1
go-ahead,positive,1
endlessopportunities,positive,1
bonus-isbehind,negative,-1
getridof,negative,-1
no-better,negative,-1
shut-up,negative,-1
yes-men,negative,-1
frattyculture,negative,-1
mypaywasnotincreased,negative,-1
notmuchinteraction,negative,-1
wantstoretire,negative,-1
goforit,positive,1
endlessresources,positive,1
bonuslittle,negative,-1
gettingsqueezed ,negative,-1
nobody-cares,negative,-1
sickandtired,negative,-1
zeroworklifebalance,negative,-1
frownedupon,negative,-1
nastypeople,negative,-1
notmuchmorethanthat,negative,-1
wasn'tdoinganythingpositive,negative,-1
gogogo,positive,1
enormousoffices,positive,1
boot-licker,negative,-1
giveitarest,negative,-1
no-brain,negative,-1
sick-of,negative,-1
2ndclasscitizens,negative,-1
futureisreallyunknown,negative,-1
needanoverhaul,negative,-1
wasn'timpressed,negative,-1
go-heaven,positive,1
environmentareworth,positive,1
break-down,negative,-1
givemoneytoownppl,negative,-1
no-changes,negative,-1
si-liao,negative,-1
abigissue,negative,-1
getcaught,negative,-1
needlotoftraining,negative,-1
notmuchtimeoutsideofwork,negative,-1
wasn'tonethatfosteredcohesiveness,negative,-1
godalwaysbless,positive,1
ethicalhighintegrityworkforce,positive,1
break-downs,negative,-1
give-up,negative,-1
no-clue,negative,-1
singaporean-dogs,negative,-1
abitbehind,negative,-1
getcaughtinthecog,negative,-1
needmoreproject,negative,-1
notmuchwork-lifebalance,negative,-1
wasnt_tooimpressed,negative,-1
goes-smoothly,positive,1
experiencegained,positive,1
breaking-down,negative,-1
giveyouonechickenwingandlatertakebackonewholechicken,negative,-1
no-competitive,negative,-1
skill-lacking,negative,-1
alotofhours,negative,-1
getlaidoff,negative,-1
needmorestructurearoundproject,negative,-1
notobjective,negative,-1
weakeconomy,negative,-1
golden-hammer,positive,1
exposureisextensive,positive,1
break-up,negative,-1
giving-away,negative,-1
no-confidence,negative,-1
sleepingco-driver,negative,-1
alotofpolitics,negative,-1
getpaidhalf,negative,-1
needmoretraining,negative,-1
notonthelevel,negative,-1
wearapersonout,negative,-1
gonnagetit,positive,1
exposuretodifferentindustries,positive,1
brick-wall,negative,-1
goandflykite,negative,-1
noconstructiveproposal,negative,-1
sleeping-followers,negative,-1
absolutelydull,negative,-1
getpigoneholed,negative,-1
needsomeattentation,negative,-1
notopenminded,negative,-1
weren'ttreatedwell,negative,-1
goo*d-morning,positive,1
extremelysmart,positive,1
broke-down,negative,-1
go-away,negative,-1
no-experience,negative,-1
sleepy-eyes,negative,-1
advancementareminimal,negative,-1
getscrewed,negative,-1
needtobegood,negative,-1
notpaidenough,negative,-1
willfire,negative,-1
goodcuppatea,positive,1
fantasticpeople,positive,1
broken-promise,negative,-1
gobacktoprimaryschoolagain,negative,-1
noeyesee,negative,-1
small-mindedness,negative,-1
advancementislimited,negative,-1
getstuck,negative,-1
needtobeimproved,negative,-1
notpeoplefirst,negative,-1
won'tbeinvolved,negative,-1
good-faith,positive,1
fasttrackoflearning,positive,1
broken-promises,negative,-1
gobacktoschool,negative,-1
no-faith,negative,-1
smear-shit,negative,-1
averageleadershipincharge,negative,-1
gettiresome,negative,-1
needtocompensate,negative,-1
notpeopleoriented,negative,-1
won'tgetpromoted,negative,-1
good-fight,positive,1
fewcons,positive,1
buai-sai,negative,-1
god-damn,negative,-1
nofamiliarfaces,negative,-1
snubbed-by,negative,-1
awayfromhome,negative,-1
getsbusy,negative,-1
needtodoabetterjob,negative,-1
notpublicized,negative,-1
won'tlasttoolong,negative,-1
good-governance,positive,1
fewdislikes,positive,1
buck-up,negative,-1
goingforclubbing,negative,-1
nofreedomofspeech,negative,-1
so-arrogant,negative,-1
badworklifebalance,negative,-1
getsharder,negative,-1
needtodomorethansimplyone,negative,-1
notputtingefforts,negative,-1
won'tlike,negative,-1
good-luck,positive,1
firmseemslarge,positive,1
budget-overrun,negative,-1
going-zouk,negative,-1
nofreescholarship,negative,-1
so-blur,negative,-1
badwork-likebalance,negative,-1
gettingbored,negative,-1
needtofix,negative,-1
notreallycuttingedge,negative,-1
won'tsponsor,negative,-1
good-move,positive,1
firstclass,positive,1
builtcastleintheair,negative,-1
gone-case,negative,-1
no-guts,negative,-1
so-coarse,negative,-1
basedonluck,negative,-1
givesexcuses,negative,-1
needtofocus,negative,-1
notreallyworth,negative,-1
workalotofhours,negative,-1
good-one,positive,1
flexbilehours,positive,1
butthisone-errr,negative,-1
gong-tau,negative,-1
nohopela,negative,-1
so-confident,negative,-1
basedonluckofthedraw,negative,-1
givingup,negative,-1
needtohelpandmanage,negative,-1
notrecommend,negative,-1
workaton,negative,-1
goodto-dream,positive,1
flexiblesummer,positive,1
buy-vote,negative,-1
go-overseas,negative,-1
nohopele,negative,-1
so-disappointed,negative,-1
betough,negative,-1
gonowhere,negative,-1
needtoputinalotoftime,negative,-1
notreflective,negative,-1
workaroundtheclock,negative,-1
goodbye-wp,positive,1
flexibleworkarrangements,positive,1
byebyespeech,negative,-1
go-see,negative,-1
nohtingican,negative,-1
so-easy,negative,-1
becameextremelypolitical,negative,-1
goingtobechallenging,negative,-1
needtosacrificealot,negative,-1
notrewarded,negative,-1
worklatenights,negative,-1
got-my,positive,1
flexibleworkenvironment,positive,1
byebyetime,negative,-1
gotohell,negative,-1
nohtingicanthinkof,negative,-1
so-funny,negative,-1
behindmarket,negative,-1
goodself-careiscrucial,negative,-1
needtosacrificepersonal,negative,-1
notrigourous,negative,-1
worklifebalanceisn't,negative,-1
gotmyvote,positive,1
flexibleworkhours,positive,1
call-confidence,negative,-1
gotsomethinginsidehermouth,negative,-1
no-improvement,negative,-1
so-generic,negative,-1
behindthetimes,negative,-1
goodworkisnotalwaysrecognized,negative,-1
needtostrength,negative,-1
notstaylong,negative,-1
workonweekends,negative,-1
greatexposure,positive,1
flexibleworkpolicy,positive,1
calledthislookpretty,negative,-1
greedily-devours,negative,-1
no-integrity,negative,-1
solittlespecific,negative,-1
beingawayfromfriends,negative,-1
goodworkisnotrecognized,negative,-1
needtothinkaboutfuturecareer,negative,-1
notsuitable,negative,-1
workoverload,negative,-1
greater-impression,positive,1
flyermileage,positive,1
callingothernames,negative,-1
grow-up,negative,-1
no-joke,negative,-1
somanyissue,negative,-1
beingfired,negative,-1
groupism,negative,-1
